Group (L0),Level,Is Basic,New Primary Hierarchy,New Primary Category,New Display Name,Basic Level Category,Old Primary Hierarchy,Old Primary Category,Added,Renamed,Removed,Redirect To
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_industrial_and_machine_service > scrap_metals,scrap_metals,Scrap Metals,b2b_industrial_and_machine_service,services_and_business > business_to_business > business_manufacturing_and_supply > metals > scrap_metals,scrap_metals,,,TRUE,b2b_industrial_and_machine_service
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_industrial_and_machine_service > turnery,turnery,Turnery,b2b_industrial_and_machine_service,services_and_business > business_to_business > business_manufacturing_and_supply > turnery,turnery,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_media_service > b2b_audio_visual_production,b2b_audio_visual_production,B2B Audio Visual Production,b2b_service,services_and_business > business_to_business > business_to_business_service > audio_visual_production_and_design,audio_visual_production_and_design,,TRUE,,
services_and_business,2,FALSE,services_and_business > b2b_service > b2b_medical_support_service,b2b_medical_support_service,B2B Medical Support Service,b2b_service,services_and_business > business_to_business > b2b_medical_support_service,b2b_medical_support_service,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_medical_support_service > b2b_clinical_lab,b2b_clinical_lab,B2B Clinical Lab,b2b_service,services_and_business > business_to_business > b2b_medical_support_service > clinical_lab,clinical_lab,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_medical_support_service > b2b_dental_lab,b2b_dental_lab,B2B Dental Lab,b2b_service,services_and_business > business_to_business > b2b_medical_support_service > dental_lab,dental_lab,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_medical_support_service > b2b_hospital_equipment_and_supplies,b2b_hospital_equipment_and_supplies,B2B Hospital Equipment and Supplies,b2b_service,services_and_business > business_to_business > b2b_medical_support_service > hospital_equipment_and_supplies,hospital_equipment_and_supplies,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_medical_support_service > b2b_surgical_appliances_and_supplies,b2b_surgical_appliances_and_supplies,B2B Surgical Appliances and Supplies,b2b_service,services_and_business > business_to_business > b2b_medical_support_service > surgical_appliances_and_supplies,surgical_appliances_and_supplies,,TRUE,,
services_and_business,2,TRUE,services_and_business > b2b_service > b2b_office_and_professional_service,b2b_office_and_professional_service,B2B Office and Professional Service,b2b_office_and_professional_service,,,TRUE,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_advertising_and_marketing_service,b2b_advertising_and_marketing_service,B2B Advertising and Marketing Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_advertising,business_advertising,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_advertising_and_marketing_service > b2b_direct_mail_advertising,b2b_direct_mail_advertising,B2B Direct Mail Advertising,b2b_office_and_professional_service,services_and_business > business_to_business > business_advertising > direct_mail_advertising,direct_mail_advertising,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_advertising_and_marketing_service > b2b_marketing_consultant,b2b_marketing_consultant,B2B Marketing Consultant,b2b_office_and_professional_service,services_and_business > business_to_business > business_advertising > marketing_consultant,marketing_consultant,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_advertising_and_marketing_service > b2b_newspaper_advertising,b2b_newspaper_advertising,B2B Newspaper Advertising,b2b_office_and_professional_service,services_and_business > business_to_business > business_advertising > newspaper_advertising,newspaper_advertising,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_advertising_and_marketing_service > b2b_outdoor_advertising,b2b_outdoor_advertising,B2B Outdoor Advertising,b2b_office_and_professional_service,services_and_business > business_to_business > business_advertising > outdoor_advertising,outdoor_advertising,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_advertising_and_marketing_service > b2b_promotional_products_and_services,b2b_promotional_products_and_services,B2B Promotional Products and Services,b2b_office_and_professional_service,services_and_business > business_to_business > business_advertising > promotional_products_and_services,promotional_products_and_services,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_advertising_and_marketing_service > b2b_publicity_service,b2b_publicity_service,B2B Publicity Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_advertising > publicity_service,publicity_service,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_advertising_and_marketing_service > b2b_radio_and_television_commercials,b2b_radio_and_television_commercials,B2B Radio and Television Commercials,b2b_office_and_professional_service,services_and_business > business_to_business > business_advertising > radio_and_television_commercials,radio_and_television_commercials,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_advertising_and_marketing_service > b2b_signage_service,b2b_signage_service,B2B Signage Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_advertising > business_signage,business_signage,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_advertising_and_marketing_service > b2b_telemarketing_service,b2b_telemarketing_service,B2B Telemarketing Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_advertising > telemarketing_service,telemarketing_service,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_background_check_service,b2b_background_check_service,B2B Background Check Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_to_business_service > human_resource_service > background_check_service,background_check_service,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_business_management_service,b2b_business_management_service,B2B Business Management Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_to_business_service > business_management_service,business_management_service,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_business_management_service > b2b_executive_search_consultants,b2b_executive_search_consultants,B2B Executive Search Consultants,b2b_office_and_professional_service,services_and_business > business_to_business > business_to_business_service > business_management_service > executive_search_consultants,executive_search_consultants,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_business_management_service > b2b_secretarial_service,b2b_secretarial_service,B2B Secretarial Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_to_business_service > business_management_service > secretarial_service,secretarial_service,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_domestic_trade_service,b2b_domestic_trade_service,B2B Domestic Trade Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_to_business_service > domestic_business_and_trade_organization,domestic_business_and_trade_organization,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_human_resource_service,b2b_human_resource_service,B2B Human Resource Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_to_business_service > human_resource_service,human_resource_service,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_international_trade_service,b2b_international_trade_service,B2B International Trade Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_to_business_service > international_business_and_trade_service,international_business_and_trade_service,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_records_storage_service,b2b_records_storage_service,B2B Records Storage Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_to_business_service > business_records_storage_and_management,business_records_storage_and_management,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > restaurant_management,restaurant_management,Restaurant Management,b2b_office_and_professional_service,services_and_business > business_to_business > business_to_business_service > restaurant_management,restaurant_management,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > transcription_service,transcription_service,Transcription Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_to_business_service > transcription_service,transcription_service,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_office_and_professional_service > translating_and_interpreting_service,translating_and_interpreting_service,Translating and Interpreting Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_to_business_service > translating_and_interpreting_service,translating_and_interpreting_service,,,,
services_and_business,2,TRUE,services_and_business > b2b_service > b2b_science_and_technology_service,b2b_science_and_technology_service,B2B Science and Technology Service,b2b_science_and_technology_service,services_and_business > business_to_business > b2b_science_and_technology,b2b_science_and_technology,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_science_and_technology_service > b2b_scientific_equipment,b2b_scientific_equipment,B2B Scientific Equipment,b2b_science_and_technology_service,services_and_business > business_to_business > b2b_science_and_technology > b2b_scientific_equipment,b2b_scientific_equipment,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_science_and_technology_service > b2b_scientific_lab,b2b_scientific_lab,B2B Scientific Lab,b2b_science_and_technology_service,services_and_business > business_to_business > b2b_science_and_technology > scientific_lab,scientific_lab,,TRUE,,
services_and_business,2,FALSE,services_and_business > b2b_service > b2b_telecommunications_service,b2b_telecommunications_service,B2B telecommunications Service,b2b_service,,,TRUE,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_telecommunications_service > tower_communication_service,tower_communication_service,Tower Communication Service,b2b_service,services_and_business > business_to_business > business_to_business_service > tower_communication_service,tower_communication_service,,,,
services_and_business,2,TRUE,services_and_business > b2b_service > b2b_transportation_and_storage_service,b2b_transportation_and_storage_service,B2B Transportation and Storage Service,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation,business_storage_and_transportation,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_transportation_and_storage_service > b2b_storage,b2b_storage,B2B Storage,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation > b2b_storage,b2b_storage,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_transportation_and_storage_service > b2b_storage > warehouse,warehouse,Warehouse,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation > b2b_storage > warehouse,warehouse,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_transportation_and_storage_service > b2b_storage > warehouse_rental_service_yard,warehouse_rental_service_yard,Warehouse Rental Service Yard,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation > b2b_storage > warehouse_rental_service_yard,warehouse_rental_service_yard,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_transportation_and_storage_service > freight_and_cargo_service,freight_and_cargo_service,Freight and Cargo Service,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation > freight_and_cargo_service,freight_and_cargo_service,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_transportation_and_storage_service > freight_and_cargo_service > distribution_service,distribution_service,Distribution Service,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation > freight_and_cargo_service > distribution_service,distribution_service,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_transportation_and_storage_service > freight_and_cargo_service > freight_forwarding_agency,freight_forwarding_agency,Freight Forwarding Agency,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation > freight_and_cargo_service > freight_forwarding_agency,freight_forwarding_agency,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_transportation_and_storage_service > motor_freight_trucking,motor_freight_trucking,Motor Freight Trucking,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation > motor_freight_trucking,motor_freight_trucking,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_transportation_and_storage_service > pipeline_transportation,pipeline_transportation,Pipeline Transportation,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation > pipeline_transportation,pipeline_transportation,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_transportation_and_storage_service > railroad_freight,railroad_freight,Railroad Freight,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation > railroad_freight,railroad_freight,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > b2b_transportation_and_storage_service > truck_and_industrial_vehicle_services,truck_and_industrial_vehicle_services,Truck and Industrial Vehicle Services,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation > truck_and_industrial_vehicle_services,truck_and_industrial_vehicle_services,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_transportation_and_storage_service > truck_and_industrial_vehicle_services > tractor_dealer,tractor_dealer,Tractor Dealer,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation > truck_and_industrial_vehicle_services > tractor_dealer,tractor_dealer,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > b2b_transportation_and_storage_service > truck_and_industrial_vehicle_services > truck_parts_and_accessories,truck_parts_and_accessories,Truck Parts and Accessories,b2b_transportation_and_storage_service,services_and_business > business_to_business > business_storage_and_transportation > truck_and_industrial_vehicle_services > truck_parts_and_accessories,truck_parts_and_accessories,,,,
services_and_business,2,FALSE,services_and_business > b2b_service > business_equipment_and_supply,business_equipment_and_supply,Business Equipment and Supply,supplier_or_distributor,services_and_business > business_to_business > business_equipment_and_supply,business_equipment_and_supply,,,TRUE,supplier_or_distributor
services_and_business,2,FALSE,services_and_business > b2b_service > business_manufacturing_and_supply,business_manufacturing_and_supply,Business Manufacturing and Supply,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply,business_manufacturing_and_supply,,,TRUE,manufacturer
services_and_business,2,FALSE,services_and_business > b2b_service > commercial_industrial,commercial_industrial,Commercial Industrial,b2b_industrial_and_machine_service,services_and_business > business_to_business > commercial_industrial,commercial_industrial,,,,b2b_industrial_and_machine_service
services_and_business,2,FALSE,services_and_business > b2b_service > consultant_and_general_service,consultant_and_general_service,Consultant and General Service,b2b_office_and_professional_service,services_and_business > business_to_business > business_to_business_service > consultant_and_general_service,consultant_and_general_service,,,TRUE,b2b_service
services_and_business,2,FALSE,services_and_business > b2b_service > energy_equipment_and_solution,energy_equipment_and_solution,Energy Equipment and Solution,b2b_energy_and_utility_service,services_and_business > business_to_business > business_equipment_and_supply > energy_equipment_and_solution,energy_equipment_and_solution,,,TRUE,b2b_energy_and_utility_service
services_and_business,2,TRUE,services_and_business > b2b_service > manufacturer,manufacturer,Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer,manufacturer,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > apparel_manufacturer,apparel_manufacturer,Apparel Manufacturer,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > b2b_apparel,b2b_apparel,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > apparel_manufacturer > shoe_factory_manufacturer,shoe_factory_manufacturer,Shoe Manufacturer,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > shoe_factory,shoe_factory,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > appliance_manufacturer,appliance_manufacturer,Appliance Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer > appliance_manufacturer,appliance_manufacturer,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > b2b_furniture_and_housewares,b2b_furniture_and_housewares,B2B Furniture and Housewares,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > b2b_furniture_and_housewares,b2b_furniture_and_housewares,,,TRUE,furniture_manufacturer
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > b2b_jeweler,b2b_jeweler,B2B Jeweler,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > b2b_jeweler,b2b_jeweler,,,TRUE,jewelry_and_watches_manufacturer
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > cosmetic_products_manufacturer,cosmetic_products_manufacturer,Cosmetic Products Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer > cosmetic_products_manufacturer,cosmetic_products_manufacturer,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > furniture_manufacturer,furniture_manufacturer,Furniture Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer > furniture_manufacturer,furniture_manufacturer,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > glass_manufacturer,glass_manufacturer,Glass Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer > glass_manufacturer,glass_manufacturer,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > hardware_and_fastener_manufacturer,hardware_and_fastener_manufacturer,Hardware and Fastener Manufacturer,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > b2b_hardware,b2b_hardware,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > jewelry_and_watches_manufacturer,jewelry_and_watches_manufacturer,Jewelry and Watches Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer > jewelry_and_watches_manufacturer,jewelry_and_watches_manufacturer,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > jewelry_manufacturer,jewelry_manufacturer,Jewelry Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer > jewelry_manufacturer,jewelry_manufacturer,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > leather_products_manufacturer,leather_products_manufacturer,Leather Products Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer > leather_products_manufacturer,leather_products_manufacturer,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > lighting_fixture_manufacturer,lighting_fixture_manufacturer,Lighting Fixture Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer > lighting_fixture_manufacturer,lighting_fixture_manufacturer,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > machinery_and_tool_manufacturer,machinery_and_tool_manufacturer,Machinery and Tool Manufacturer,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > b2b_machinery_and_tools,b2b_machinery_and_tools,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > machinery_and_tool_manufacturer > industrial_equipment_manufacturer,industrial_equipment_manufacturer,Industrial Equipment Manufacturer,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > b2b_machinery_and_tools > industrial_equipment,industrial_equipment,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > mattress_manufacturing,mattress_manufacturing,Mattress Manufacturing,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > mattress_manufacturing,mattress_manufacturing,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > metal_fabricator,metal_fabricator,Metal Fabricator,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > metals > metal_fabricator,metal_fabricator,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > metal_fabricator > iron_fabricator,iron_fabricator,Iron Fabricator,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > metals > metal_fabricator > iron_work,iron_work,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > metals,metals,Metals,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > metals,metals,,,TRUE,metal_fabricator
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > metals > sheet_metal_fabricator,sheet_metal_fabricator,Sheet Metal Fabricator,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > metals > sheet_metal,sheet_metal,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > metals > steel_fabricator,steel_fabricator,Steel Fabricator,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > metals > steel_fabricator,steel_fabricator,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > mill,mill,Mill,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > mill,mill,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > mill > cotton_mill,cotton_mill,Cotton Mill,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > mill > cotton_mill,cotton_mill,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > mill > flour_mill,flour_mill,Flour Mill,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > mill > flour_mill,flour_mill,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > mill > paper_mill,paper_mill,Paper Mill,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > mill > paper_mill,paper_mill,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > mill > rice_mill,rice_mill,Rice Mill,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > mill > rice_mill,rice_mill,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > mill > sawmill,sawmill,Sawmill,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > mill > sawmill,sawmill,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > mill > textile_mill,textile_mill,Textile Mill,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > mill > textile_mill,textile_mill,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > mill > weaving_mill,weaving_mill,Weaving Mill,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > mill > weaving_mill,weaving_mill,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > plastic_manufacturer,plastic_manufacturer,Plastic Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer > plastic_manufacturer,plastic_manufacturer,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > rubber_and_plastics_manufacturer,rubber_and_plastics_manufacturer,Rubber and Plastics Manufacturer,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > b2b_rubber_and_plastics,b2b_rubber_and_plastics,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > sporting_goods_manufacturer,sporting_goods_manufacturer,Sporting Goods Manufacturer,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > b2b_sporting_and_recreation_goods,b2b_sporting_and_recreation_goods,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > textile_manufacturer,textile_manufacturer,Textile Manufacturer,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > b2b_textiles,b2b_textiles,,TRUE,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > vehicle_manufacturer,vehicle_manufacturer,Vehicle Manufacturer,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > b2b_autos_and_vehicles,b2b_autos_and_vehicles,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > vehicle_manufacturer > aircraft_manufacturer,aircraft_manufacturer,Aircraft Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer > aircraft_manufacturer,aircraft_manufacturer,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > vehicle_manufacturer > auto_manufacturer,auto_manufacturer,Auto Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer > auto_manufacturer,auto_manufacturer,,,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > vehicle_manufacturer > boat_and_ship_manufacturer,boat_and_ship_manufacturer,Boat and Ship Manufacturer,manufacturer,services_and_business > business_to_business > business_to_business_service > boat_builder,boat_builder,,TRUE,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > vehicle_manufacturer > motorcycle_manufacturer,motorcycle_manufacturer,Motorcycle Manufacturer,manufacturer,services_and_business > business_to_business > manufacturer > motorcycle_manufacturer,motorcycle_manufacturer,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > manufacturer > vehicle_parts_manufacturer,vehicle_parts_manufacturer,Vehicle Parts Manufacturer,manufacturer,,,TRUE,,,
services_and_business,4,FALSE,services_and_business > b2b_service > manufacturer > vehicle_parts_manufacturer > tires_manufacturer,tires_manufacturer,Tires Manufacturer,manufacturer,services_and_business > business_to_business > business_manufacturing_and_supply > b2b_autos_and_vehicles > b2b_tires,b2b_tires,,TRUE,,
services_and_business,2,TRUE,services_and_business > b2b_service > supplier_or_distributor,supplier_or_distributor,Supplier or Distributor,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor,supplier_distributor,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > abrasives_supplier,abrasives_supplier,Abrasives Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > abrasives_supplier,abrasives_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > aggregate_supplier,aggregate_supplier,Aggregate Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > aggregate_supplier,aggregate_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > aluminum_supplier,aluminum_supplier,Aluminum Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > aluminum_supplier,aluminum_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > awning_supplier,awning_supplier,Awning Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > awning_supplier,awning_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > battery_inverter_supplier,battery_inverter_supplier,Battery Inverter Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > battery_inverter_supplier,battery_inverter_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > bearing_supplier,bearing_supplier,Bearing Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > bearing_supplier,bearing_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > beauty_product_supplier,beauty_product_supplier,Beauty Product Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > beauty_product_supplier,beauty_product_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > beverage_supplier,beverage_supplier,Beverage Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > beverage_supplier,beverage_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > box_lunch_supplier,box_lunch_supplier,Box Lunch Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > box_lunch_supplier,box_lunch_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > business_office_supplies_and_stationery,business_office_supplies_and_stationery,Business Office Supplies and Stationery,supplier_or_distributor,services_and_business > business_to_business > business_equipment_and_supply > business_office_supplies_and_stationery,business_office_supplies_and_stationery,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > cement_supplier,cement_supplier,Cement Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > cement_supplier,cement_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > cleaning_products_supplier,cleaning_products_supplier,Cleaning Products Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > cleaning_products_supplier,cleaning_products_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > corporate_gift_supplier,corporate_gift_supplier,Corporate Gift Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > corporate_gift_supplier,corporate_gift_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > electronic_equipment_supplier,electronic_equipment_supplier,Electronic Equipment Supplier,supplier_or_distributor,services_and_business > business_to_business > business_manufacturing_and_supply > electronic_equipment_supplier,electronic_equipment_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > electronic_parts_supplier,electronic_parts_supplier,Electronic Parts Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > electronic_parts_supplier,electronic_parts_supplier,,,,
services_and_business,3,FALSE,services_and_business > b2b_service > supplier_or_distributor > fastener_supplier,fastener_supplier,Fastener Supplier,supplier_or_distributor,services_and_business > business_to_business > supplier_distributor > fastener_supplier,fastener_supplier,,,,
