Category code; Overture Taxonomy
tile_store; [retail,shopping,home_and_garden,tile_store]
wallpaper_store; [retail,shopping,home_and_garden,wallpaper_store]
window_treatment_store; [retail,shopping,home_and_garden,window_treatment_store]
woodworking_supply_store; [retail,shopping,home_and_garden,woodworking_supply_store]
kitchen_and_bath; [retail,shopping,home_and_garden,kitchen_and_bath]
bathroom_fixture_stores; [retail,shopping,home_and_garden,kitchen_and_bath,bathroom_fixture_stores]
kitchen_supply_store; [retail,shopping,home_and_garden,kitchen_and_bath,kitchen_supply_store]
hydroponic_gardening; [retail,shopping,home_and_garden,nursery_and_gardening,hydroponic_gardening]
medical_supply; [retail,shopping,medical_supply]
dental_supply_store; [retail,shopping,medical_supply,dental_supply_store]
hearing_aids; [retail,shopping,medical_supply,hearing_aids]
pet_store; [retail,shopping,pet_store]
bird_shop; [retail,shopping,pet_store,bird_shop]
aquatic_pet_store; [retail,shopping,pet_store,aquatic_pet_store]
reptile_shop; [retail,shopping,pet_store,reptile_shop]
adult_store; [retail,shopping,adult_store]
agricultural_seed_store; [retail,shopping,agricultural_seed_store]
antique_store; [retail,shopping,antique_store]
army_and_navy_store; [retail,shopping,army_and_navy_store]
auction_house; [retail,shopping,auction_house]
car_auction; [retail,shopping,auction_house,car_auction]
baby_gear_and_furniture; [retail,shopping,baby_gear_and_furniture]
battery_store; [retail,shopping,battery_store]
bazaars; [retail,shopping,bazaars]
boutique; [retail,shopping,boutique]
brewing_supply_store; [retail,shopping,brewing_supply_store]
bridal_shop; [retail,shopping,bridal_shop]
cannabis_dispensary; [retail,shopping,cannabis_dispensary]
cards_and_stationery_store; [retail,shopping,cards_and_stationery_store]
computer_store; [retail,shopping,computer_store]
concept_shop; [retail,shopping,concept_shop]
convenience_store; [retail,shopping,convenience_store]
custom_clothing; [retail,shopping,custom_clothing]
customized_merchandise; [retail,shopping,customized_merchandise]
department_store; [retail,shopping,department_store]
discount_store; [retail,shopping,discount_store]
do_it_yourself_store; [retail,shopping,do_it_yourself_store]
drone_store; [retail,shopping,drone_store]
duty_free_shop; [retail,shopping,duty_free_shop]
educational_supply_store; [retail,shopping,educational_supply_store]
electronics; [retail,shopping,electronics]
farmers_market; [retail,shopping,farmers_market]
firework_retailer; [retail,shopping,firework_retailer]
fitness_exercise_equipment; [retail,shopping,fitness_exercise_equipment]
flea_market; [retail,shopping,flea_market]
flower_markets; [retail,shopping,flower_markets]
gemstone_and_mineral; [retail,shopping,gemstone_and_mineral]
gold_buyer; [retail,shopping,gold_buyer]
guitar_store; [retail,shopping,guitar_store]
gun_and_ammo; [retail,shopping,gun_and_ammo]
herbal_shop; [retail,shopping,herbal_shop]
audio_visual_equipment_store; [retail,shopping,audio_visual_equipment_store]
hobby_shop; [retail,shopping,hobby_shop]
home_theater_systems_stores; [retail,shopping,home_theater_systems_stores]
horse_equipment_shop; [retail,shopping,horse_equipment_shop]
international_grocery_store; [retail,shopping,international_grocery_store]
jewelry_store; [retail,shopping,jewelry_store]
knitting_supply; [retail,shopping,knitting_supply]
livestock_feed_and_supply_store; [retail,shopping,livestock_feed_and_supply_store]
luggage_store; [retail,shopping,luggage_store]
market_stall; [retail,shopping,market_stall]
military_surplus_store; [retail,shopping,military_surplus_store]
mobile_phone_accessories; [retail,shopping,mobile_phone_accessories]
mobile_phone_store; [retail,shopping,mobile_phone_store]
musical_instrument_store; [retail,shopping,musical_instrument_store]
night_market; [retail,shopping,night_market]
office_equipment; [retail,shopping,office_equipment]
online_shop; [retail,shopping,online_shop]
outlet_store; [retail,shopping,outlet_store]
packing_supply; [retail,shopping,packing_supply]
pawn_shop; [retail,shopping,pawn_shop]
pen_store; [retail,shopping,pen_store]
perfume_store; [retail,shopping,perfume_store]
personal_shopper; [retail,shopping,personal_shopper]
photography_store_and_services; [retail,shopping,photography_store_and_services]
piano_store; [retail,shopping,piano_store]
pool_and_billiards; [retail,shopping,pool_and_billiards]
pop_up_shop; [retail,shopping,pop_up_shop]
props; [retail,shopping,props]
public_market; [retail,shopping,public_market]
religious_items; [retail,shopping,religious_items]
rental_kiosks; [retail,shopping,rental_kiosks]
safe_store; [retail,shopping,safe_store]
safety_equipment; [retail,shopping,safety_equipment]
shopping_center; [retail,shopping,shopping_center]
shopping_passage; [retail,shopping,shopping_passage]
souvenir_shop; [retail,shopping,souvenir_shop]
spiritual_shop; [retail,shopping,spiritual_shop]
supermarket; [retail,shopping,supermarket]
superstore; [retail,shopping,superstore]
tabletop_games; [retail,shopping,tabletop_games]
thrift_store; [retail,shopping,thrift_store]
tobacco_shop; [retail,shopping,tobacco_shop]
toy_store; [retail,shopping,toy_store]
trophy_shop; [retail,shopping,trophy_shop]
uniform_store; [retail,shopping,uniform_store]
used_bookstore; [retail,shopping,used_bookstore]
e_cigarette_store; [retail,shopping,e_cigarette_store]
vitamins_and_supplements; [retail,shopping,vitamins_and_supplements]
watch_store; [retail,shopping,watch_store]
wholesale_store; [retail,shopping,wholesale_store]
wig_store; [retail,shopping,wig_store]
sporting_goods; [retail,shopping,sporting_goods]
archery_shop; [retail,shopping,sporting_goods,archery_shop]
bicycle_shop; [retail,shopping,sporting_goods,bicycle_shop]
dive_shop; [retail,shopping,sporting_goods,dive_shop]
golf_equipment; [retail,shopping,sporting_goods,golf_equipment]
hockey_equipment; [retail,shopping,sporting_goods,hockey_equipment]
hunting_and_fishing_supplies; [retail,shopping,sporting_goods,hunting_and_fishing_supplies]
outdoor_gear; [retail,shopping,sporting_goods,outdoor_gear]
skate_shop; [retail,shopping,sporting_goods,skate_shop]
ski_and_snowboard_shop; [retail,shopping,sporting_goods,ski_and_snowboard_shop]
sports_wear; [retail,shopping,sporting_goods,sports_wear]
dance_wear; [retail,shopping,sporting_goods,sports_wear,dance_wear]
surf_shop; [retail,shopping,sporting_goods,surf_shop]
swimwear_store; [retail,shopping,sporting_goods,swimwear_store]
tire_shop; [retail,tire_shop]
tire_repair_shop; [retail,tire_shop,tire_repair_shop]
health_and_medical; [health_and_medical]
abuse_and_addiction_treatment; [health_and_medical,abuse_and_addiction_treatment]
alcohol_and_drug_treatment_centers; [health_and_medical,abuse_and_addiction_treatment,alcohol_and_drug_treatment_centers]
crisis_intervention_services; [health_and_medical,abuse_and_addiction_treatment,crisis_intervention_services]
eating_disorder_treatment_centers; [health_and_medical,abuse_and_addiction_treatment,eating_disorder_treatment_centers]
counseling_and_mental_health; [health_and_medical,counseling_and_mental_health]
family_counselor; [health_and_medical,counseling_and_mental_health,family_counselor]
marriage_or_relationship_counselor; [health_and_medical,counseling_and_mental_health,marriage_or_relationship_counselor]
psychoanalyst; [health_and_medical,counseling_and_mental_health,psychoanalyst]
psychologist; [health_and_medical,counseling_and_mental_health,psychologist]
psychotherapist; [health_and_medical,counseling_and_mental_health,psychotherapist]
sex_therapist; [health_and_medical,counseling_and_mental_health,sex_therapist]
sophrologist; [health_and_medical,counseling_and_mental_health,sophrologist]
sports_psychologist; [health_and_medical,counseling_and_mental_health,sports_psychologist]
stress_management_services; [health_and_medical,counseling_and_mental_health,stress_management_services]
suicide_prevention_services; [health_and_medical,counseling_and_mental_health,suicide_prevention_services]
dental_hygienist; [health_and_medical,dental_hygienist]
mobile_clinic; [health_and_medical,dental_hygienist,mobile_clinic]
storefront_clinic; [health_and_medical,dental_hygienist,storefront_clinic]
dentist; [health_and_medical,dentist]
cosmetic_dentist; [health_and_medical,dentist,cosmetic_dentist]
endodontist; [health_and_medical,dentist,endodontist]
general_dentistry; [health_and_medical,dentist,general_dentistry]
oral_surgeon; [health_and_medical,dentist,oral_surgeon]
orthodontist; [health_and_medical,dentist,orthodontist]
pediatric_dentist; [health_and_medical,dentist,pediatric_dentist]
periodontist; [health_and_medical,dentist,periodontist]
diagnostic_services; [health_and_medical,diagnostic_services]
diagnostic_imaging; [health_and_medical,diagnostic_services,diagnostic_imaging]
laboratory_testing; [health_and_medical,diagnostic_services,laboratory_testing]
doctor; [health_and_medical,doctor]
allergist; [health_and_medical,doctor,allergist]
anesthesiologist; [health_and_medical,doctor,anesthesiologist]
audiologist; [health_and_medical,doctor,audiologist]
cardiologist; [health_and_medical,doctor,cardiologist]
cosmetic_surgeon; [health_and_medical,doctor,cosmetic_surgeon]
dermatologist; [health_and_medical,doctor,dermatologist]
ear_nose_and_throat; [health_and_medical,doctor,ear_nose_and_throat]
emergency_medicine; [health_and_medical,doctor,emergency_medicine]
endocrinologist; [health_and_medical,doctor,endocrinologist]
endoscopist; [health_and_medical,doctor,endoscopist]
family_practice; [health_and_medical,doctor,family_practice]
fertility; [health_and_medical,doctor,fertility]
gastroenterologist; [health_and_medical,doctor,gastroenterologist]
geneticist; [health_and_medical,doctor,geneticist]
gerontologist; [health_and_medical,doctor,gerontologist]
hepatologist; [health_and_medical,doctor,hepatologist]
homeopathic_medicine; [health_and_medical,doctor,homeopathic_medicine]
hospitalist; [health_and_medical,doctor,hospitalist]
immunodermatologist; [health_and_medical,doctor,immunodermatologist]
infectious_disease_specialist; [health_and_medical,doctor,infectious_disease_specialist]
naturopathic_holistic; [health_and_medical,doctor,naturopathic_holistic]
nephrologist; [health_and_medical,doctor,nephrologist]
neurologist; [health_and_medical,doctor,neurologist]
neurotologist; [health_and_medical,doctor,neurotologist]
neuropathologist; [health_and_medical,doctor,neuropathologist]
obstetrician_and_gynecologist; [health_and_medical,doctor,obstetrician_and_gynecologist]
oncologist; [health_and_medical,doctor,oncologist]
orthopedist; [health_and_medical,doctor,orthopedist]
osteopathic_physician; [health_and_medical,doctor,osteopathic_physician]
otologist; [health_and_medical,doctor,otologist]
pain_management; [health_and_medical,doctor,pain_management]
pathologist; [health_and_medical,doctor,pathologist]
phlebologist; [health_and_medical,doctor,phlebologist]
physician_assistant; [health_and_medical,doctor,physician_assistant]
plastic_surgeon; [health_and_medical,doctor,plastic_surgeon]
podiatrist; [health_and_medical,doctor,podiatrist]
preventive_medicine; [health_and_medical,doctor,preventive_medicine]
proctologist; [health_and_medical,doctor,proctologist]
pulmonologist; [health_and_medical,doctor,pulmonologist]
radiologist; [health_and_medical,doctor,radiologist]
rheumatologist; [health_and_medical,doctor,rheumatologist]
spine_surgeon; [health_and_medical,doctor,spine_surgeon]
sports_medicine; [health_and_medical,doctor,sports_medicine]
tattoo_removal; [health_and_medical,doctor,tattoo_removal]
toxicologist; [health_and_medical,doctor,toxicologist]
tropical_medicine; [health_and_medical,doctor,tropical_medicine]
undersea_hyperbaric_medicine; [health_and_medical,doctor,undersea_hyperbaric_medicine]
urologist; [health_and_medical,doctor,urologist]
vascular_medicine; [health_and_medical,doctor,vascular_medicine]
geriatric_medicine; [health_and_medical,doctor,geriatric_medicine]
geriatric_psychiatry; [health_and_medical,doctor,geriatric_medicine,geriatric_psychiatry]
abortion_clinic; [health_and_medical,abortion_clinic]
acupuncture; [health_and_medical,acupuncture]
aesthetician; [health_and_medical,aesthetician]
alcohol_and_drug_treatment_center; [health_and_medical,alcohol_and_drug_treatment_center]
alternative_medicine; [health_and_medical,alternative_medicine]
ambulance_and_ems_services; [health_and_medical,ambulance_and_ems_services]
animal_assisted_therapy; [health_and_medical,animal_assisted_therapy]
assisted_living_facility; [health_and_medical,assisted_living_facility]
ayurveda; [health_and_medical,ayurveda]
behavior_analyst; [health_and_medical,behavior_analyst]
blood_and_plasma_donation_center; [health_and_medical,blood_and_plasma_donation_center]
body_contouring; [health_and_medical,body_contouring]
cancer_treatment_center; [health_and_medical,cancer_treatment_center]
cannabis_clinic; [health_and_medical,cannabis_clinic]
cannabis_collective; [health_and_medical,cannabis_collective]
childrens_hospital; [health_and_medical,childrens_hospital]
chiropractor; [health_and_medical,chiropractor]
colonics; [health_and_medical,colonics]
community_health_center; [health_and_medical,community_health_center]
concierge_medicine; [health_and_medical,concierge_medicine]
cryotherapy; [health_and_medical,cryotherapy]
dialysis_clinic; [health_and_medical,dialysis_clinic]
dietitian; [health_and_medical,dietitian]
doula; [health_and_medical,doula]
emergency_room; [health_and_medical,emergency_room]
environmental_medicine; [health_and_medical,environmental_medicine]
eye_care_clinic; [health_and_medical,eye_care_clinic]
float_spa; [health_and_medical,float_spa]
halfway_house; [health_and_medical,halfway_house]
halotherapy; [health_and_medical,halotherapy]
health_and_wellness_club; [health_and_medical,health_and_wellness_club]
health_coach; [health_and_medical,health_coach]
health_department; [health_and_medical,health_department]
health_insurance_office; [health_and_medical,health_insurance_office]
hospice; [health_and_medical,hospice]
hospital; [health_and_medical,hospital]
hydrotherapy; [health_and_medical,hydrotherapy]
hypnosis_hypnotherapy; [health_and_medical,hypnosis_hypnotherapy]
iv_hydration; [health_and_medical,iv_hydration]
lactation_services; [health_and_medical,lactation_services]
laser_eye_surgery_lasik; [health_and_medical,laser_eye_surgery_lasik]
lice_treatment; [health_and_medical,lice_treatment]
massage_therapy; [health_and_medical,massage_therapy]
maternity_centers; [health_and_medical,maternity_centers]
medical_cannabis_referral; [health_and_medical,medical_cannabis_referral]
medical_service_organizations; [health_and_medical,medical_service_organizations]
medical_transportation; [health_and_medical,medical_transportation]
memory_care; [health_and_medical,memory_care]
midwife; [health_and_medical,midwife]
nurse_practitioner; [health_and_medical,nurse_practitioner]
nutritionist; [health_and_medical,nutritionist]
occupational_medicine; [health_and_medical,occupational_medicine]
occupational_therapy; [health_and_medical,occupational_therapy]
optometrist; [health_and_medical,optometrist]
organ_and_tissue_donor_service; [health_and_medical,organ_and_tissue_donor_service]
orthotics; [health_and_medical,orthotics]
oxygen_bar; [health_and_medical,oxygen_bar]
paternity_tests_and_services; [health_and_medical,paternity_tests_and_services]
physical_therapy; [health_and_medical,physical_therapy]
placenta_encapsulation_service; [health_and_medical,placenta_encapsulation_service]
podiatry; [health_and_medical,podiatry]
prenatal_perinatal_care; [health_and_medical,prenatal_perinatal_care]
prosthetics; [health_and_medical,prosthetics]
prosthodontist; [health_and_medical,prosthodontist]
psychomotor_therapist; [health_and_medical,psychomotor_therapist]
public_health_clinic; [health_and_medical,public_health_clinic]
reflexology; [health_and_medical,reflexology]
reiki; [health_and_medical,reiki]
sauna; [health_and_medical,sauna]
skilled_nursing; [health_and_medical,skilled_nursing]
sleep_specialist; [health_and_medical,sleep_specialist]
speech_therapist; [health_and_medical,speech_therapist]
sperm_clinic; [health_and_medical,sperm_clinic]
surgical_center; [health_and_medical,surgical_center]
ultrasound_imaging_center; [health_and_medical,ultrasound_imaging_center]
urgent_care_clinic; [health_and_medical,urgent_care_clinic]
weight_loss_center; [health_and_medical,weight_loss_center]
wellness_program; [health_and_medical,wellness_program]
womens_health_clinic; [health_and_medical,womens_health_clinic]
internal_medicine; [health_and_medical,doctor,internal_medicine]
hematology; [health_and_medical,doctor,internal_medicine,hematology]
medical_center; [health_and_medical,medical_center]
bulk_billing; [health_and_medical,medical_center,bulk_billing]
osteopath; [health_and_medical,medical_center,osteopath]
walk_in_clinic; [health_and_medical,medical_center,walk_in_clinic]
ophthalmologist; [health_and_medical,doctor,ophthalmologist]
retina_specialist; [health_and_medical,doctor,ophthalmologist,retina_specialist]
pediatrician; [health_and_medical,doctor,pediatrician]
pediatric_anesthesiology; [health_and_medical,doctor,pediatrician,pediatric_anesthesiology]
pediatric_cardiology; [health_and_medical,doctor,pediatrician,pediatric_cardiology]
pediatric_endocrinology; [health_and_medical,doctor,pediatrician,pediatric_endocrinology]
pediatric_gastroenterology; [health_and_medical,doctor,pediatrician,pediatric_gastroenterology]
pediatric_infectious_disease; [health_and_medical,doctor,pediatrician,pediatric_infectious_disease]
pediatric_nephrology; [health_and_medical,doctor,pediatrician,pediatric_nephrology]
pediatric_neurology; [health_and_medical,doctor,pediatrician,pediatric_neurology]
pediatric_oncology; [health_and_medical,doctor,pediatrician,pediatric_oncology]
pediatric_orthopedic_surgery; [health_and_medical,doctor,pediatrician,pediatric_orthopedic_surgery]
pediatric_pulmonology; [health_and_medical,doctor,pediatrician,pediatric_pulmonology]
pediatric_radiology; [health_and_medical,doctor,pediatrician,pediatric_radiology]
pediatric_surgery; [health_and_medical,doctor,pediatrician,pediatric_surgery]
personal_care_service; [health_and_medical,personal_care_service]
home_health_care; [health_and_medical,personal_care_service,home_health_care]
psychiatrist; [health_and_medical,doctor,psychiatrist]
child_psychiatrist; [health_and_medical,doctor,psychiatrist,child_psychiatrist]
rehabilitation_center; [health_and_medical,rehabilitation_center]
addiction_rehabilitation_center; [health_and_medical,rehabilitation_center,addiction_rehabilitation_center]
surgeon; [health_and_medical,doctor,surgeon]
cardiovascular_and_thoracic_surgeon; [health_and_medical,doctor,surgeon,cardiovascular_and_thoracic_surgeon]
traditional_chinese_medicine; [health_and_medical,traditional_chinese_medicine]
tui_na; [health_and_medical,traditional_chinese_medicine,tui_na]
pets; [pets]
pet_services; [pets,pet_services]
animal_hospital; [pets,pet_services,animal_hospital]
animal_physical_therapy; [pets,pet_services,animal_physical_therapy]
aquarium_services; [pets,pet_services,aquarium_services]
dog_walkers; [pets,pet_services,dog_walkers]
emergency_pet_hospital; [pets,pet_services,emergency_pet_hospital]
farrier_services; [pets,pet_services,farrier_services]
holistic_animal_care; [pets,pet_services,holistic_animal_care]
pet_breeder; [pets,pet_services,pet_breeder]
pet_cemetery_and_crematorium_services; [pets,pet_services,pet_cemetery_and_crematorium_services]
pet_groomer; [pets,pet_services,pet_groomer]
pet_hospice; [pets,pet_services,pet_hospice]
pet_insurance; [pets,pet_services,pet_insurance]
pet_photography; [pets,pet_services,pet_photography]
pet_sitting; [pets,pet_services,pet_sitting]
pet_transportation; [pets,pet_services,pet_transportation]
pet_waste_removal; [pets,pet_services,pet_waste_removal]
pet_boarding; [pets,pet_services,pet_sitting,pet_boarding]
pet_training; [pets,pet_services,pet_training]
dog_trainer; [pets,pet_services,pet_training,dog_trainer]
horse_trainer; [pets,pet_services,pet_training,horse_trainer]
animal_rescue_service; [pets,animal_rescue_service]
animal_shelter; [pets,animal_shelter]
horse_boarding; [pets,horse_boarding]
pet_adoption; [pets,pet_adoption]
veterinarian; [pets,veterinarian]
business_to_business; [business_to_business]
business; [business_to_business,business]
travel_company; [business_to_business,business,travel_company]
ferry_boat_company; [business_to_business,business,ferry_boat_company]
airline; [business_to_business,business,airline]
food_beverage_service_distribution; [business_to_business,business,food_beverage_service_distribution]
bottled_water_company; [business_to_business,business,bottled_water_company]
tobacco_company; [business_to_business,business,tobacco_company]
clothing_company; [business_to_business,business,clothing_company]
bags_luggage_company; [business_to_business,business,bags_luggage_company]
hotel_supply_service; [business_to_business,business,hotel_supply_service]
commercial_industrial; [business_to_business,commercial_industrial]
inventory_control_service; [business_to_business,commercial_industrial,inventory_control_service]
industrial_company; [business_to_business,commercial_industrial,industrial_company]
automation_services; [business_to_business,commercial_industrial,automation_services]
occupational_safety; [business_to_business,commercial_industrial,occupational_safety]
b2b_agriculture_and_food; [business_to_business,b2b_agriculture_and_food]
agricultural_service; [business_to_business,b2b_agriculture_and_food,agricultural_service]
agricultural_cooperatives; [business_to_business,b2b_agriculture_and_food,agricultural_cooperatives]
agriculture; [business_to_business,b2b_agriculture_and_food,agriculture]
agricultural_engineering_service; [business_to_business,b2b_agriculture_and_food,agricultural_engineering_service]
apiaries_and_beekeepers; [business_to_business,b2b_agriculture_and_food,apiaries_and_beekeepers]
b2b_dairies; [business_to_business,b2b_agriculture_and_food,b2b_dairies]
b2b_food_products; [business_to_business,b2b_agriculture_and_food,b2b_food_products]
fish_farms_and_hatcheries; [business_to_business,b2b_agriculture_and_food,fish_farms_and_hatcheries]
fish_farm; [business_to_business,b2b_agriculture_and_food,fish_farms_and_hatcheries,fish_farm]
livestock_breeder; [business_to_business,b2b_agriculture_and_food,livestock_breeder]
livestock_dealers; [business_to_business,b2b_agriculture_and_food,livestock_dealers]
poultry_farming; [business_to_business,b2b_agriculture_and_food,poultry_farming]
b2b_farming; [business_to_business,b2b_agriculture_and_food,b2b_farming]
b2b_farms; [business_to_business,b2b_agriculture_and_food,b2b_farming,b2b_farms]
pig_farm; [business_to_business,b2b_agriculture_and_food,b2b_farming,b2b_farms,pig_farm]
dairy_farm; [business_to_business,b2b_agriculture_and_food,b2b_farming,b2b_farms,dairy_farm]
urban_farm; [business_to_business,b2b_agriculture_and_food,b2b_farming,b2b_farms,urban_farm]
farming_services; [business_to_business,b2b_agriculture_and_food,b2b_farming,farming_services]
farm_equipment_and_supply; [business_to_business,b2b_agriculture_and_food,b2b_farming,farm_equipment_and_supply]
fertilizer_store; [business_to_business,b2b_agriculture_and_food,b2b_farming,farm_equipment_and_supply,fertilizer_store]
grain_elevators; [business_to_business,b2b_agriculture_and_food,b2b_farming,farm_equipment_and_supply,grain_elevators]
greenhouses; [business_to_business,b2b_agriculture_and_food,b2b_farming,farm_equipment_and_supply,greenhouses]
irrigation_companies; [business_to_business,b2b_agriculture_and_food,b2b_farming,farm_equipment_and_supply,irrigation_companies]
crops_production; [business_to_business,b2b_agriculture_and_food,crops_production]
grain_production; [business_to_business,b2b_agriculture_and_food,crops_production,grain_production]
orchards_production; [business_to_business,b2b_agriculture_and_food,crops_production,orchards_production]
business_manufacturing_and_supply; [business_to_business,business_manufacturing_and_supply]
mattress_manufacturing; [business_to_business,business_manufacturing_and_supply,mattress_manufacturing]
glass_manufacturer; [business_to_business,business_manufacturing_and_supply,glass_manufacturer]
appliance_manufacturer; [business_to_business,business_manufacturing_and_supply,appliance_manufacturer]
aircraft_manufacturer; [business_to_business,business_manufacturing_and_supply,aircraft_manufacturer]
b2b_autos_and_vehicles; [business_to_business,business_manufacturing_and_supply,b2b_autos_and_vehicles]
auto_manufacturers_and_distributors; [business_to_business,business_manufacturing_and_supply,b2b_autos_and_vehicles,auto_manufacturers_and_distributors]
b2b_tires; [business_to_business,business_manufacturing_and_supply,b2b_autos_and_vehicles,b2b_tires]
b2b_furniture_and_housewares; [business_to_business,business_manufacturing_and_supply,b2b_furniture_and_housewares]
furniture_manufacturers; [business_to_business,business_manufacturing_and_supply,b2b_furniture_and_housewares,furniture_manufacturers]
furniture_wholesalers; [business_to_business,business_manufacturing_and_supply,b2b_furniture_and_housewares,furniture_wholesalers]
b2b_machinery_and_tools; [business_to_business,business_manufacturing_and_supply,b2b_machinery_and_tools]
b2b_equipment_maintenance_and_repair; [business_to_business,business_manufacturing_and_supply,b2b_machinery_and_tools,b2b_equipment_maintenance_and_repair]
industrial_equipment; [business_to_business,business_manufacturing_and_supply,b2b_machinery_and_tools,industrial_equipment]
abrasives_supplier; [business_to_business,business_manufacturing_and_supply,abrasives_supplier]
aggregate_supplier; [business_to_business,business_manufacturing_and_supply,aggregate_supplier]
aluminum_supplier; [business_to_business,business_manufacturing_and_supply,aluminum_supplier]
b2b_apparel; [business_to_business,business_manufacturing_and_supply,b2b_apparel]
b2b_electronic_equipment; [business_to_business,business_manufacturing_and_supply,b2b_electronic_equipment]
b2b_hardware; [business_to_business,business_manufacturing_and_supply,b2b_hardware]
b2b_jewelers; [business_to_business,business_manufacturing_and_supply,b2b_jewelers]
b2b_rubber_and_plastics; [business_to_business,business_manufacturing_and_supply,b2b_rubber_and_plastics]
plastic_company; [business_to_business,business_manufacturing_and_supply,b2b_rubber_and_plastics,plastic_company]
plastic_manufacturer; [business_to_business,business_manufacturing_and_supply,b2b_rubber_and_plastics,plastic_manufacturer]
b2b_sporting_and_recreation_goods; [business_to_business,business_manufacturing_and_supply,b2b_sporting_and_recreation_goods]
b2b_textiles; [business_to_business,business_manufacturing_and_supply,b2b_textiles]
battery_inverter_supplier; [business_to_business,business_manufacturing_and_supply,battery_inverter_supplier]
bearing_supplier; [business_to_business,business_manufacturing_and_supply,bearing_supplier]
casting_molding_and_machining; [business_to_business,business_manufacturing_and_supply,casting_molding_and_machining]
cement_supplier; [business_to_business,business_manufacturing_and_supply,cement_supplier]
chemical_plant; [business_to_business,business_manufacturing_and_supply,chemical_plant]
cleaning_products_supplier; [business_to_business,business_manufacturing_and_supply,cleaning_products_supplier]
cosmetic_products_manufacturer; [business_to_business,business_manufacturing_and_supply,cosmetic_products_manufacturer]
drinking_water_dispenser; [business_to_business,business_manufacturing_and_supply,drinking_water_dispenser]
fastener_supplier; [business_to_business,business_manufacturing_and_supply,fastener_supplier]
granite_supplier; [business_to_business,business_manufacturing_and_supply,granite_supplier]
hvac_supplier; [business_to_business,business_manufacturing_and_supply,hvac_supplier]
jewelry_and_watches_manufacturer; [business_to_business,business_manufacturing_and_supply,jewelry_and_watches_manufacturer]
jewelry_manufacturer; [business_to_business,business_manufacturing_and_supply,jewelry_manufacturer]
leather_products_manufacturer; [business_to_business,business_manufacturing_and_supply,leather_products_manufacturer]
lighting_fixture_manufacturers; [business_to_business,business_manufacturing_and_supply,lighting_fixture_manufacturers]
pipe_supplier; [business_to_business,business_manufacturing_and_supply,pipe_supplier]
plastic_fabrication_company; [business_to_business,business_manufacturing_and_supply,plastic_fabrication_company]
plastic_injection_molding_workshop; [business_to_business,business_manufacturing_and_supply,plastic_injection_molding_workshop]
printing_equipment_and_supply; [business_to_business,business_manufacturing_and_supply,printing_equipment_and_supply]
retaining_wall_supplier; [business_to_business,business_manufacturing_and_supply,retaining_wall_supplier]
sand_and_gravel_supplier; [business_to_business,business_manufacturing_and_supply,sand_and_gravel_supplier]
scale_supplier; [business_to_business,business_manufacturing_and_supply,scale_supplier]
seal_and_hanko_dealers; [business_to_business,business_manufacturing_and_supply,seal_and_hanko_dealers]
shoe_factory; [business_to_business,business_manufacturing_and_supply,shoe_factory]
spring_supplier; [business_to_business,business_manufacturing_and_supply,spring_supplier]
stone_supplier; [business_to_business,business_manufacturing_and_supply,stone_supplier]
turnery; [business_to_business,business_manufacturing_and_supply,turnery]
window_supplier; [business_to_business,business_manufacturing_and_supply,window_supplier]
metals; [business_to_business,business_manufacturing_and_supply,metals]
metal_supplier; [business_to_business,business_manufacturing_and_supply,metals,metal_supplier]
metal_plating_service; [business_to_business,business_manufacturing_and_supply,metals,metal_plating_service]
metal_fabricator; [business_to_business,business_manufacturing_and_supply,metals,metal_fabricator]
iron_and_steel_industry; [business_to_business,business_manufacturing_and_supply,metals,metal_fabricator,iron_and_steel_industry]
iron_work; [business_to_business,business_manufacturing_and_supply,metals,metal_fabricator,iron_and_steel_industry,iron_work]
scrap_metals; [business_to_business,business_manufacturing_and_supply,metals,scrap_metals]
sheet_metal; [business_to_business,business_manufacturing_and_supply,metals,sheet_metal]
steel_fabricators; [business_to_business,business_manufacturing_and_supply,metals,steel_fabricators]
mills; [business_to_business,business_manufacturing_and_supply,mills]
cotton_mill; [business_to_business,business_manufacturing_and_supply,mills,cotton_mill]
flour_mill; [business_to_business,business_manufacturing_and_supply,mills,flour_mill]
paper_mill; [business_to_business,business_manufacturing_and_supply,mills,paper_mill]
rice_mill; [business_to_business,business_manufacturing_and_supply,mills,rice_mill]
saw_mill; [business_to_business,business_manufacturing_and_supply,mills,saw_mill]
textile_mill; [business_to_business,business_manufacturing_and_supply,mills,textile_mill]
weaving_mill; [business_to_business,business_manufacturing_and_supply,mills,weaving_mill]
wood_and_pulp; [business_to_business,business_manufacturing_and_supply,wood_and_pulp]
logging_equipment_and_supplies; [business_to_business,business_manufacturing_and_supply,wood_and_pulp,logging_equipment_and_supplies]
logging_services; [business_to_business,business_manufacturing_and_supply,wood_and_pulp,logging_services]
logging_contractor; [business_to_business,business_manufacturing_and_supply,wood_and_pulp,logging_contractor]
b2b_medical_support_services; [business_to_business,b2b_medical_support_services]
biotechnology_company; [business_to_business,b2b_medical_support_services,biotechnology_company]
clinical_laboratories; [business_to_business,b2b_medical_support_services,clinical_laboratories]
dental_laboratories; [business_to_business,b2b_medical_support_services,dental_laboratories]
hospital_equipment_and_supplies; [business_to_business,b2b_medical_support_services,hospital_equipment_and_supplies]
medical_research_and_development; [business_to_business,b2b_medical_support_services,medical_research_and_development]
