Basic hierarchy,Basic label,Modified,Remove from V1,Match type,Overture label,Overture hierarchy
Healthcare location > Internal medicine,internal_medicine,,,NARROWER,hematology,health_and_medical > doctor > internal_medicine > hematology
Healthcare location > Internal medicine,internal_medicine,,,EXACT,internal_medicine,health_and_medical > doctor > internal_medicine
Healthcare location > Internal medicine,internal_medicine,,,NARROWER,nephrologist,health_and_medical > doctor > nephrologist
Healthcare location > Internal medicine,internal_medicine,,,NARROWER,neurologist,health_and_medical > doctor > neurologist
Healthcare location > Internal medicine,internal_medicine,,,NARROWER,neuropathologist,health_and_medical > doctor > neuropathologist
Healthcare location > Internal medicine,internal_medicine,,,NARROWER,neurotologist,health_and_medical > doctor > neurotologist
Healthcare location > Internal medicine,internal_medicine,,,NARROWER,oncologist,health_and_medical > doctor > oncologist
Healthcare location > Internal medicine,internal_medicine,,,NARROWER,pulmonologist,health_and_medical > doctor > pulmonologist
Healthcare location > Internal medicine,internal_medicine,,,NARROWER,rheumatologist,health_and_medical > doctor > rheumatologist
Healthcare location > Internal medicine,internal_medicine,,,NARROWER,vascular_medicine,health_and_medical > doctor > vascular_medicine
Healthcare location > Internal medicine > Allergy and immunology,allergy_and_immunology,,,CLOSE,allergist,health_and_medical > doctor > allergist
Healthcare location > Internal medicine > Allergy and immunology,allergy_and_immunology,,,NARROWER,immunodermatologist,health_and_medical > doctor > immunodermatologist
Healthcare location > Internal medicine > Cardiology,cardiology,,,EXACT,cardiologist,health_and_medical > doctor > cardiologist
Healthcare location > Mental health,mental_health,,,NARROWER,behavior_analyst,health_and_medical > behavior_analyst
Healthcare location > Mental health,mental_health,,,CLOSE,counseling_and_mental_health,health_and_medical > counseling_and_mental_health
Healthcare location > Mental health,mental_health,,,NARROWER,family_counselor,health_and_medical > counseling_and_mental_health > family_counselor
Healthcare location > Mental health,mental_health,,,NARROWER,health_consultant,active_life > sports_and_fitness_instruction > health_consultant
Healthcare location > Mental health,mental_health,,,NARROWER,marriage_or_relationship_counselor,health_and_medical > counseling_and_mental_health > marriage_or_relationship_counselor
Healthcare location > Mental health,mental_health,,,NARROWER,meditation_center,active_life > sports_and_fitness_instruction > meditation_center
Healthcare location > Mental health,mental_health,,,NARROWER,psychoanalyst,health_and_medical > counseling_and_mental_health > psychoanalyst
Healthcare location > Mental health,mental_health,,,NARROWER,sex_therapist,health_and_medical > counseling_and_mental_health > sex_therapist
Healthcare location > Mental health,mental_health,,,NARROWER,sophrologist,health_and_medical > counseling_and_mental_health > sophrologist
Healthcare location > Mental health,mental_health,,,NARROWER,sports_psychologist,health_and_medical > counseling_and_mental_health > sports_psychologist
Healthcare location > Mental health,mental_health,,,NARROWER,stress_management_services,health_and_medical > counseling_and_mental_health > stress_management_services
Healthcare location > Mental health,mental_health,,,NARROWER,suicide_prevention_services,health_and_medical > counseling_and_mental_health > suicide_prevention_services
Healthcare location > Mental health > Psychiatry,psychiatry,,,NARROWER,child_psychiatrist,health_and_medical > doctor > psychiatrist > child_psychiatrist
Healthcare location > Mental health > Psychiatry,psychiatry,,,NARROWER,geriatric_psychiatry,health_and_medical > doctor > geriatric_medicine > geriatric_psychiatry
Healthcare location > Mental health > Psychiatry,psychiatry,,,EXACT,psychiatrist,health_and_medical > doctor > psychiatrist
Healthcare location > Mental health > Psychology,psychology,,,EXACT,psychologist,health_and_medical > counseling_and_mental_health > psychologist
Healthcare location > Mental health > Psychotherapy,psychotherapy,,,NARROWER,animal_assisted_therapy,health_and_medical > animal_assisted_therapy
Healthcare location > Mental health > Psychotherapy,psychotherapy,,,EXACT,psychotherapist,health_and_medical > counseling_and_mental_health > psychotherapist
Healthcare location > Nutrition and dietetics,nutrition_and_dietetics,,,CLOSE,dietitian,health_and_medical > dietitian
Healthcare location > Pediatrics,pediatrics,,,NARROWER,pediatric_anesthesiology,health_and_medical > doctor > pediatrician > pediatric_anesthesiology
Healthcare location > Pediatrics,pediatrics,,,NARROWER,pediatric_cardiology,health_and_medical > doctor > pediatrician > pediatric_cardiology
Healthcare location > Pediatrics,pediatrics,,,NARROWER,pediatric_endocrinology,health_and_medical > doctor > pediatrician > pediatric_endocrinology
Healthcare location > Pediatrics,pediatrics,,,NARROWER,pediatric_gastroenterology,health_and_medical > doctor > pediatrician > pediatric_gastroenterology
Healthcare location > Pediatrics,pediatrics,,,NARROWER,pediatric_infectious_disease,health_and_medical > doctor > pediatrician > pediatric_infectious_disease
Healthcare location > Pediatrics,pediatrics,,,NARROWER,pediatric_nephrology,health_and_medical > doctor > pediatrician > pediatric_nephrology
Healthcare location > Pediatrics,pediatrics,,,NARROWER,pediatric_neurology,health_and_medical > doctor > pediatrician > pediatric_neurology
Healthcare location > Pediatrics,pediatrics,,,NARROWER,pediatric_oncology,health_and_medical > doctor > pediatrician > pediatric_oncology
Healthcare location > Pediatrics,pediatrics,,,NARROWER,pediatric_orthopedic_surgery,health_and_medical > doctor > pediatrician > pediatric_orthopedic_surgery
Healthcare location > Pediatrics,pediatrics,,,NARROWER,pediatric_pulmonology,health_and_medical > doctor > pediatrician > pediatric_pulmonology
Healthcare location > Pediatrics,pediatrics,,,NARROWER,pediatric_radiology,health_and_medical > doctor > pediatrician > pediatric_radiology
Healthcare location > Pediatrics,pediatrics,,,NARROWER,pediatric_surgery,health_and_medical > doctor > pediatrician > pediatric_surgery
Healthcare location > Pediatrics,pediatrics,,,EXACT,pediatrician,health_and_medical > doctor > pediatrician
Healthcare location > Physical medicine and rehabilitation > Massage therapy,massage_therapy,,,EXACT,massage_therapy,health_and_medical > massage_therapy
Healthcare location > Physical medicine and rehabilitation > Physical therapy,physical_therapy,,,EXACT,physical_therapy,health_and_medical > physical_therapy
Healthcare location > Sports medicine,sports_medicine,,,EXACT,sports_medicine,health_and_medical > doctor > sports_medicine
Healthcare location > Surgery,surgery,,,NARROWER,spine_surgeon,health_and_medical > doctor > spine_surgeon
Healthcare location > Surgery,surgery,,,EXACT,surgeon,health_and_medical > doctor > surgeon
Healthcare location > Surgery > Cardiovascular surgery,cardiovascular_surgery,,,EXACT,cardiovascular_and_thoracic_surgeon,health_and_medical > doctor > surgeon > cardiovascular_and_thoracic_surgeon
"Healthcare location > Surgery > Plastic, reconstructive and aesthetic surgery",plastic_reconstructive_and_aesthetic_surgery,,,CLOSE,aesthetician,health_and_medical > aesthetician
"Healthcare location > Surgery > Plastic, reconstructive and aesthetic surgery",plastic_reconstructive_and_aesthetic_surgery,,,NARROWER,body_contouring,health_and_medical > body_contouring
"Healthcare location > Surgery > Plastic, reconstructive and aesthetic surgery",plastic_reconstructive_and_aesthetic_surgery,,,NARROWER,cosmetic_surgeon,health_and_medical > doctor > cosmetic_surgeon
"Healthcare location > Surgery > Plastic, reconstructive and aesthetic surgery",plastic_reconstructive_and_aesthetic_surgery,,,CLOSE,plastic_surgeon,health_and_medical > doctor > plastic_surgeon
Healthcare location > Surgery center,surgical_center,,,EXACT,surgical_center,health_and_medical > surgical_center
Infrastructure location > Agricultural area,agricultural_area,,,CLOSE,agricultural_production,business_to_business > business_to_business_services > agricultural_production
Infrastructure location > Agricultural area,agricultural_area,,,CLOSE,agriculture,business_to_business > b2b_agriculture_and_food > agriculture
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,apiaries_and_beekeepers,business_to_business > b2b_agriculture_and_food > apiaries_and_beekeepers
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,attraction_farm,arts_and_entertainment > farm > attraction_farm
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,b2b_dairies,business_to_business > b2b_agriculture_and_food > b2b_dairies
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,b2b_farming,business_to_business > b2b_agriculture_and_food > b2b_farming
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,b2b_farms,business_to_business > b2b_agriculture_and_food > b2b_farming > b2b_farms
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,crops_production,business_to_business > b2b_agriculture_and_food > crops_production
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,dairy_farm,business_to_business > b2b_agriculture_and_food > b2b_farming > b2b_farms > dairy_farm
Infrastructure location > Agricultural area > Farm,farm,,,EXACT,farm,arts_and_entertainment > farm
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,fish_farm,business_to_business > b2b_agriculture_and_food > fish_farms_and_hatcheries > fish_farm
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,fish_farms_and_hatcheries,business_to_business > b2b_agriculture_and_food > fish_farms_and_hatcheries
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,grain_production,business_to_business > b2b_agriculture_and_food > crops_production > grain_production
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,orchards_production,business_to_business > b2b_agriculture_and_food > crops_production > orchards_production
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,pick_your_own_farm,arts_and_entertainment > farm > pick_your_own_farm
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,pig_farm,business_to_business > b2b_agriculture_and_food > b2b_farming > b2b_farms > pig_farm
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,poultry_farm,arts_and_entertainment > farm > poultry_farm
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,poultry_farming,business_to_business > b2b_agriculture_and_food > poultry_farming
Infrastructure location > Agricultural area > Farm,farm,,,NARROWER,urban_farm,business_to_business > b2b_agriculture_and_food > b2b_farming > b2b_farms > urban_farm
Infrastructure location > Agricultural area > Greenhouse,greenhouse,,,EXACT,greenhouses,business_to_business > b2b_agriculture_and_food > b2b_farming > farm_equipment_and_supply > greenhouses
Infrastructure location > Agricultural area > Orchard,orchard,,,EXACT,orchard,arts_and_entertainment > farm > orchard
Infrastructure location > Agricultural area > Ranch,ranch,,,EXACT,ranch,arts_and_entertainment > farm > ranch
Infrastructure location > Communication infrastructure > Communication tower,communication_tower,,,CLOSE,tower,structure_and_geography > tower
Infrastructure location > Communication infrastructure > Communication tower,communication_tower,,,CLOSE,tower_communication_service,business_to_business > business_to_business_services > tower_communication_service
Infrastructure location > Housing,housing,TRUE,REVIEW,CLOSE,condominium,real_estate > condominium
Infrastructure location > Housing,housing,TRUE,REVIEW,NARROWER,mobile_home_dealer,real_estate > mobile_home_dealer
Infrastructure location > Housing,housing,TRUE,REVIEW,NARROWER,mobile_home_park,real_estate > mobile_home_park
Infrastructure location > Housing,housing,TRUE,REVIEW,NARROWER,university_housing,real_estate > university_housing
Infrastructure location > Industrial or commercial infrastructure,industrial_commercial_infrastructure,,,CLOSE,commercial_industrial,business_to_business > commercial_industrial
Infrastructure location > Industrial or commercial infrastructure,industrial_commercial_infrastructure,,,CLOSE,industrial_company,business_to_business > commercial_industrial > industrial_company
Infrastructure location > Industrial or commercial infrastructure,industrial_commercial_infrastructure,,,NARROWER,skyscraper,structure_and_geography > skyscraper
Infrastructure location > Residential area > Apartment building,apartment_building,,,CLOSE,apartments,real_estate > apartments
Infrastructure location > Utility or energy infrastructure,utility_energy_infrastructure,,,NARROWER,coal_and_coke,business_to_business > b2b_energy_and_mining > mining > coal_and_coke
Infrastructure location > Utility or energy infrastructure,utility_energy_infrastructure,,,CLOSE,energy_company,public_service_and_government > public_utility_company > energy_company
Infrastructure location > Utility or energy infrastructure,utility_energy_infrastructure,,,NARROWER,mining,business_to_business > b2b_energy_and_mining > mining
Infrastructure location > Utility or energy infrastructure,utility_energy_infrastructure,,,NARROWER,quarries,business_to_business > b2b_energy_and_mining > mining > quarries
Infrastructure location > Utility or energy infrastructure,utility_energy_infrastructure,,,NARROWER,wind_energy,professional_services > construction_services > wind_energy
Infrastructure location > Utility or energy infrastructure > Oil or gas facility,oil_or_gas_facility,,,NARROWER,b2b_oil_and_gas_extraction_and_services,business_to_business > b2b_energy_and_mining > oil_and_gas > b2b_oil_and_gas_extraction_and_services
Infrastructure location > Utility or energy infrastructure > Oil or gas facility,oil_or_gas_facility,,,EXACT,oil_and_gas,business_to_business > b2b_energy_and_mining > oil_and_gas
Infrastructure location > Utility or energy infrastructure > Oil or gas facility,oil_or_gas_facility,,,NARROWER,oil_and_gas_exploration_and_development,business_to_business > b2b_energy_and_mining > oil_and_gas > oil_and_gas_exploration_and_development
Infrastructure location > Utility or energy infrastructure > Oil or gas facility,oil_or_gas_facility,,,NARROWER,oil_and_gas_field_equipment_and_services,business_to_business > b2b_energy_and_mining > oil_and_gas > oil_and_gas_field_equipment_and_services
Infrastructure location > Utility or energy infrastructure > Oil or gas facility,oil_or_gas_facility,,,NARROWER,oil_refiners,business_to_business > b2b_energy_and_mining > oil_and_gas > oil_refiners
Infrastructure location > Utility or energy infrastructure > Power plant,power_plant,,,CLOSE,power_plants_and_power_plant_service,business_to_business > b2b_energy_and_mining > power_plants_and_power_plant_service
Infrastructure location > Water managment infrastructure > Dam,dam,,,EXACT,dam,structure_and_geography > dam
Natural location > Landmass > Garden,garden,,,NARROWER,botanical_garden,attractions_and_activities > botanical_garden
Natural location > Landmass > Garden,garden,,,NARROWER,community_gardens,professional_services > community_gardens
Natural location > Scenic viewpoint,scenic_viewpoint,,,NARROWER,skyline,attractions_and_activities > skyline
Recreational location,recreational_location,,,CLOSE,active_life,active_life
Recreational location,recreational_location,,,NARROWER,boating_places,attractions_and_activities > boating_places
Recreational location,recreational_location,,,NARROWER,bobsledding_field,attractions_and_activities > bobsledding_field
Recreational location,recreational_location,,,NARROWER,stargazing_area,attractions_and_activities > stargazing_area
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,NARROWER,canyon,attractions_and_activities > canyon
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,NARROWER,cave,attractions_and_activities > cave
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,NARROWER,crater,attractions_and_activities > crater
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,NARROWER,desert,structure_and_geography > desert
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,NARROWER,geologic_formation,structure_and_geography > geologic_formation
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,NARROWER,hot_springs,attractions_and_activities > hot_springs
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,NARROWER,island,structure_and_geography > island
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,EXACT,lake,attractions_and_activities > lake
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,NARROWER,natural_hot_springs,structure_and_geography > natural_hot_springs
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,EXACT,river,structure_and_geography > river
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,NARROWER,sand_dune,attractions_and_activities > sand_dune
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,CLOSE,structure_and_geography,structure_and_geography
Recreational location > Nature outdoors,nature_outdoors,TRUE,REVIEW,NARROWER,waterfall,attractions_and_activities > waterfall
Recreational location > Nature outdoors > Beach,beach,TRUE,REVIEW,EXACT,beach,attractions_and_activities > beach
Recreational location > Nature outdoors > Beach,beach,TRUE,REVIEW,NARROWER,beach_combing_area,attractions_and_activities > beach_combing_area
Recreational location > Nature outdoors > Forest,forest,TRUE,REVIEW,EXACT,forest,structure_and_geography > forest
Recreational location > Nature outdoors > Mountain,mountain,TRUE,REVIEW,EXACT,mountain,structure_and_geography > mountain
Recreational location > Nature outdoors > Nature reserve,nature_reserve,TRUE,REVIEW,EXACT,nature_reserve,structure_and_geography > nature_reserve
Recreational location > Park,park,,,NARROWER,mountain_bike_parks,attractions_and_activities > mountain_bike_parks
Recreational location > Park,park,,,EXACT,park,attractions_and_activities > park
Recreational location > Park,park,,,NARROWER,state_park,attractions_and_activities > park > state_park
Recreational location > Park,park,,,NARROWER,water_park,arts_and_entertainment > water_park
Recreational location > Park > Amusement park,amusement_park,,,EXACT,amusement_park,attractions_and_activities > amusement_park
Recreational location > Park > Dog park,dog_park,,,EXACT,dog_park,attractions_and_activities > park > dog_park
Recreational location > Park > National park,national_park,,,EXACT,national_park,attractions_and_activities > park > national_park
Recreational location > Park > Playground,playground,,,EXACT,playground,active_life > sports_and_recreation_venue > playground
Recreational location > Recreational equipment rental service,recreational_equipment_rental_service,,,NARROWER,atv_rentals_and_tours,attractions_and_activities > atv_rentals_and_tours
Recreational location > Recreational equipment rental service,recreational_equipment_rental_service,,,NARROWER,canoe_and_kayak_hire_service,active_life > sports_and_recreation_rental_and_services > boat_hire_service > canoe_and_kayak_hire_service
Recreational location > Recreational equipment rental service,recreational_equipment_rental_service,,,CLOSE,sport_equipment_rentals,active_life > sports_and_recreation_rental_and_services > sport_equipment_rentals
Recreational location > Recreational equipment rental service,recreational_equipment_rental_service,,,CLOSE,sports_and_recreation_rental_and_services,active_life > sports_and_recreation_rental_and_services
Recreational location > Recreational equipment rental service > Bicycle rental service,bicycle_rental_service,,,EXACT,bike_rentals,active_life > sports_and_recreation_rental_and_services > bike_rentals
Recreational location > Recreational equipment rental service > Scooter rental service,scooter_rental_service,,,EXACT,scooter_rental,active_life > sports_and_recreation_rental_and_services > scooter_rental
Recreational location > Recreational equipment rental service > Water sport equipment rental service,water_sport_equipment_rental_service,,,CLOSE,beach_equipment_rentals,active_life > sports_and_recreation_rental_and_services > beach_equipment_rentals
Recreational location > Recreational equipment rental service > Water sport equipment rental service,water_sport_equipment_rental_service,,,NARROWER,boat_rental_and_training,attractions_and_activities > boat_rental_and_training
Recreational location > Recreational equipment rental service > Water sport equipment rental service,water_sport_equipment_rental_service,,,NARROWER,jet_skis_rental,attractions_and_activities > jet_skis_rental
Recreational location > Recreational equipment rental service > Water sport equipment rental service,water_sport_equipment_rental_service,,,CLOSE,paddleboard_rental,attractions_and_activities > paddleboard_rental
Recreational location > Recreational equipment rental service > Water sport equipment rental service,water_sport_equipment_rental_service,,,NARROWER,snorkeling_equipment_rental,attractions_and_activities > snorkeling_equipment_rental
Recreational location > Recreational equipment rental service > Water sport equipment rental service,water_sport_equipment_rental_service,,,NARROWER,surfboard_rental,attractions_and_activities > surfing > surfboard_rental
Recreational location > Recreational equipment rental service > Winter sport equipment rental service,winter_sport_equipment_rental_service,,,NARROWER,sledding_rental,attractions_and_activities > sledding_rental
Recreational location > Recreational trail,recreational_trail,,,NARROWER,backpacking_area,attractions_and_activities > backpacking_area
Recreational location > Recreational trail,recreational_trail,,,NARROWER,mountain_bike_trails,attractions_and_activities > trail > mountain_bike_trails
Recreational location > Recreational trail,recreational_trail,,,CLOSE,trail,attractions_and_activities > trail
Recreational location > Recreational trail > Hiking trail,hiking_trail,,,EXACT,hiking_trail,attractions_and_activities > trail > hiking_trail
Recreational location > Sport league,sport_league,,,NARROWER,esports_league,active_life > sports_club_and_league > esports_league
Recreational location > Sport league > Amatuer sport league,amateur_sport_league,,,EXACT,amateur_sports_league,active_life > sports_club_and_league > amateur_sports_league
Recreational location > Sport league > Pro sport league,pro_sport_league,,,EXACT,professional_sports_league,active_life > sports_club_and_league > professional_sports_league
Recreational location > Sport league > School sport league,school_sport_league,,,EXACT,school_sports_league,active_life > sports_club_and_league > school_sports_league
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,adventure_sports_center,active_life > sports_and_recreation_venue > adventure_sports_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,atv_recreation_park,active_life > sports_and_recreation_venue > atv_recreation_park
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,batting_cage,active_life > sports_and_recreation_venue > batting_cage
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,boxing_class,active_life > sports_and_fitness_instruction > boxing_class
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,boxing_gym,active_life > sports_and_fitness_instruction > boxing_gym
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,bungee_jumping_center,attractions_and_activities > bungee_jumping_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,cardio_classes,active_life > sports_and_fitness_instruction > cardio_classes
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,challenge_courses_center,attractions_and_activities > challenge_courses_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,cliff_jumping_center,attractions_and_activities > cliff_jumping_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,climbing_class,active_life > sports_and_fitness_instruction > climbing_class
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,climbing_service,attractions_and_activities > climbing_service
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,cycling_classes,active_life > sports_and_fitness_instruction > cycling_classes
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,diving_center,active_life > sports_and_recreation_venue > diving_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,driving_range,active_life > sports_and_recreation_venue > golf_course > driving_range
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,fishing_charter,attractions_and_activities > fishing_charter
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,fitness_trainer,active_life > sports_and_fitness_instruction > fitness_trainer
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,flyboarding_center,active_life > sports_and_recreation_venue > flyboarding_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,flyboarding_rental,attractions_and_activities > flyboarding_rental
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,free_diving_center,active_life > sports_and_recreation_venue > diving_center > free_diving_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,free_diving_instruction,active_life > sports_and_fitness_instruction > diving_instruction > free_diving_instruction
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,go_kart_track,attractions_and_activities > go_kart_track
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,golf_instructor,active_life > sports_and_fitness_instruction > golf_instructor
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,gymnastics_center,active_life > sports_and_recreation_venue > gymnastics_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,hang_gliding_center,active_life > sports_and_recreation_venue > hang_gliding_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,high_gliding_center,attractions_and_activities > high_gliding_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,horseback_riding_service,attractions_and_activities > horseback_riding_service
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,hot_air_balloons_tour,attractions_and_activities > hot_air_balloons_tour
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,indoor_golf_center,active_life > sports_club_and_league > golf_club > indoor_golf_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,kiteboarding,active_life > sports_and_recreation_venue > kiteboarding
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,kiteboarding_instruction,attractions_and_activities > kiteboarding_instruction
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,miniature_golf_course,active_life > sports_and_recreation_venue > miniature_golf_course
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,paddleboarding_center,active_life > sports_and_recreation_venue > paddleboarding_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,paddleboarding_lessons,active_life > sports_and_fitness_instruction > paddleboarding_lessons
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,parasailing_ride_service,attractions_and_activities > parasailing_ride_service
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,racing_experience,active_life > sports_and_fitness_instruction > racing_experience
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,rafting_kayaking_area,attractions_and_activities > rafting_kayaking_area
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,rock_climbing_gym,active_life > sports_and_recreation_venue > rock_climbing_gym
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,rock_climbing_instructor,active_life > sports_and_fitness_instruction > rock_climbing_instructor
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,rock_climbing_spot,attractions_and_activities > rock_climbing_spot
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,sailing_area,attractions_and_activities > sailing_area
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,scuba_diving_center,active_life > sports_and_recreation_venue > diving_center > scuba_diving_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,scuba_diving_instruction,active_life > sports_and_fitness_instruction > diving_instruction > scuba_diving_instruction
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,self_defense_classes,active_life > sports_and_fitness_instruction > self_defense_classes
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,ski_area,attractions_and_activities > ski_area
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,sky_diving,active_life > sports_and_recreation_venue > sky_diving
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,snorkeling,attractions_and_activities > snorkeling
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,snowboarding_center,attractions_and_activities > snowboarding_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,CLOSE,sports_and_fitness_instruction,active_life > sports_and_fitness_instruction
Recreational location > Sport or fitness facility,sport_fitness_facility,,,CLOSE,sports_and_recreation_venue,active_life > sports_and_recreation_venue
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,surfing,attractions_and_activities > surfing
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,trampoline_park,active_life > sports_and_recreation_venue > trampoline_park
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,tubing_provider,active_life > sports_and_recreation_venue > tubing_provider
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,wildlife_hunting_range,active_life > sports_and_recreation_venue > wildlife_hunting_range
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,windsurfing_center,attractions_and_activities > surfing > windsurfing_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,ziplining_center,attractions_and_activities > ziplining_center
Recreational location > Sport or fitness facility,sport_fitness_facility,,,NARROWER,zorbing_center,active_life > sports_and_recreation_venue > zorbing_center
Recreational location > Sport or fitness facility > Bowling alley,bowling_alley,,,EXACT,bowling_alley,active_life > sports_and_recreation_venue > bowling_alley
Recreational location > Sport or fitness facility > Equestrian facility,equestrian_facility,,,EXACT,equestrian_facility,active_life > sports_and_recreation_venue > horse_riding > equestrian_facility
Recreational location > Sport or fitness facility > Equestrian facility,equestrian_facility,,,EXACT,horse_riding,active_life > sports_and_recreation_venue > horse_riding
Recreational location > Sport or fitness facility > Fitness studio,fitness_studio,,,NARROWER,aerial_fitness_center,active_life > sports_and_fitness_instruction > aerial_fitness_center
Recreational location > Sport or fitness facility > Fitness studio,fitness_studio,,,NARROWER,barre_classes,active_life > sports_and_fitness_instruction > barre_classes
Recreational location > Sport or fitness facility > Fitness studio,fitness_studio,,,NARROWER,boot_camp,active_life > sports_and_fitness_instruction > boot_camp
Recreational location > Sport or fitness facility > Fitness studio,fitness_studio,,,NARROWER,pilates_studio,active_life > sports_and_fitness_instruction > pilates_studio
Recreational location > Sport or fitness facility > Fitness studio,fitness_studio,,,NARROWER,qi_gong_studio,active_life > sports_and_fitness_instruction > qi_gong_studio
Recreational location > Sport or fitness facility > Fitness studio,fitness_studio,,,NARROWER,tai_chi_studio,active_life > sports_and_fitness_instruction > tai_chi_studio
Recreational location > Sport or fitness facility > Fitness studio,fitness_studio,,,NARROWER,yoga_instructor,active_life > sports_and_fitness_instruction > yoga_instructor
Recreational location > Sport or fitness facility > Fitness studio,fitness_studio,,,NARROWER,yoga_studio,active_life > sports_and_fitness_instruction > yoga_studio
