_col0,primary_category,basic_category,primary,hierarchy,alternates
1735,jet_skis_rental,water_sport_equipment_rental_service,jet_skis_rental,"[""sports_and_recreation"",""sports_and_recreation_rental_and_service"",""jet_skis_rental""]",
16505,jewelry_and_watches_manufacturer,manufacturer,jewelry_and_watches_manufacturer,"[""services_and_business"",""business_to_business"",""manufacturer"",""jewelry_and_watches_manufacturer""]",
67,jewelry_manufacturer,manufacturer,jewelry_manufacturer,"[""services_and_business"",""business_to_business"",""manufacturer"",""jewelry_manufacturer""]",
58,jewelry_repair_service,personal_service,jewelry_repair_service,"[""services_and_business"",""professional_service"",""jewelry_repair_service""]",
291184,jewelry_store,jewelry_store,jewelry_store,"[""shopping"",""fashion_and_apparel_store"",""jewelry_store""]",
66,jewish_restaurant,restaurant,jewish_restaurant,"[""food_and_drink"",""restaurant"",""special_diet_restaurant"",""jewish_restaurant""]",
2618,junk_removal_and_hauling,home_service,junk_removal_and_hauling,"[""services_and_business"",""professional_service"",""junk_removal_and_hauling""]",
4275,junkyard,second_hand_shop,junkyard,"[""services_and_business"",""professional_service"",""junkyard""]",
22,juvenile_detention_center,jail_or_prison,juvenile_detention_center,"[""community_and_government"",""jail_and_prison"",""juvenile_detention_center""]",
30027,karaoke,music_venue,karaoke_venue,"[""arts_and_entertainment"",""performing_arts_venue"",""music_venue"",""karaoke_venue""]",
28,karaoke_rental,event_or_party_service,karaoke_rental,"[""services_and_business"",""professional_service"",""event_planning"",""karaoke_rental""]",
711,karate_club,martial_arts_club,karate_club,"[""sports_and_recreation"",""sports_club_and_league"",""martial_arts_club"",""karate_club""]",
79300,key_and_locksmith,locksmith_service,key_and_locksmith,"[""services_and_business"",""home_service"",""key_and_locksmith""]",
949,kickboxing_club,martial_arts_club,kickboxing_club,"[""sports_and_recreation"",""sports_club_and_league"",""martial_arts_club"",""kickboxing_club""]",
2547,kids_hair_salon,hair_salon,kids_hair_salon,"[""lifestyle_services"",""beauty_service"",""hair_salon"",""kids_hair_salon""]",
9350,kids_recreation_and_party,childrens_party_service,kids_recreation_and_party,"[""services_and_business"",""professional_service"",""event_planning"",""kids_recreation_and_party""]",
1242,kiosk,casual_eatery,kiosk,"[""shopping"",""kiosk""]",
8027,kitchen_and_bath,specialty_store,kitchen_and_bath_store,"[""shopping"",""specialty_store"",""home_and_garden_store"",""kitchen_and_bath_store""]",
6,kitchen_incubator,real_estate_service,kitchen_incubator,"[""services_and_business"",""real_estate"",""kitchen_incubator""]",
5073,kitchen_remodeling,remodeling_service,kitchen_remodeling,"[""services_and_business"",""home_service"",""kitchen_remodeling""]",
11413,kitchen_supply_store,specialty_store,kitchen_supply_store,"[""shopping"",""specialty_store"",""home_and_garden_store"",""kitchen_and_bath_store"",""kitchen_supply_store""]",
675,kiteboarding,sport_fitness_facility,kiteboarding,"[""sports_and_recreation"",""sports_and_recreation_venue"",""kiteboarding""]",
4,kiteboarding_instruction,sport_fitness_facility,kiteboarding_instruction,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""kiteboarding_instruction""]",
251,knife_sharpening,home_service,knife_sharpening,"[""services_and_business"",""professional_service"",""knife_sharpening""]",
795,knitting_supply,art_craft_hobby_store,knitting_supply_store,"[""shopping"",""specialty_store"",""arts_and_crafts_store"",""craft_store"",""knitting_supply_store""]",
32,kofta_restaurant,restaurant,kofta_restaurant,"[""food_and_drink"",""restaurant"",""middle_eastern_restaurant"",""kofta_restaurant""]",
5,kombucha,beverage_shop,kombucha_bar,"[""food_and_drink"",""beverage_shop"",""kombucha_bar""]",
13945,korean_grocery_store,grocery_store,korean_grocery_store,"[""shopping"",""food_and_beverage_store"",""grocery_store"",""korean_grocery_store""]",
79677,korean_restaurant,restaurant,korean_restaurant,"[""food_and_drink"",""restaurant"",""asian_restaurant"",""east_asian_restaurant"",""korean_restaurant""]",
21,kosher_grocery_store,grocery_store,kosher_grocery_store,"[""shopping"",""food_and_beverage_store"",""grocery_store"",""kosher_grocery_store""]",
1201,kosher_restaurant,restaurant,kosher_restaurant,"[""food_and_drink"",""restaurant"",""special_diet_restaurant"",""kosher_restaurant""]",
75,kurdish_restaurant,restaurant,kurdish_restaurant,"[""food_and_drink"",""restaurant"",""middle_eastern_restaurant"",""kurdish_restaurant""]",
25931,labor_union,labor_union,labor_union,"[""community_and_government"",""organization"",""labor_union""]",
9689,laboratory,b2b_service,laboratory,"[""services_and_business"",""professional_service"",""laboratory""]",
755,laboratory_equipment_supplier,b2b_supplier_distributor,laboratory_equipment_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""laboratory_equipment_supplier""]",
90928,laboratory_testing,diagnostic_service,laboratory_testing,"[""health_care"",""diagnostic_service"",""laboratory_testing""]",
25,lactation_services,healthcare_location,lactation_service,"[""health_care"",""lactation_service""]",
214905,lake,nature_outdoors,lake,"[""geographic_entities"",""lake""]",
25395,land_surveying,real_estate_service,land_surveying,"[""services_and_business"",""real_estate"",""real_estate_service"",""land_surveying""]",
1014974,landmark_and_historical_building,historic_site,architectural_landmark,"[""cultural_and_historic"",""architectural_landmark""]",
7638,landscape_architect,landscaping_gardening_service,landscape_architect,"[""services_and_business"",""home_service"",""landscaping"",""landscape_architect""]",
87274,landscaping,landscaping_gardening_service,landscaping,"[""services_and_business"",""home_service"",""landscaping""]",
88011,language_school,specialty_school,language_school,"[""education"",""specialty_school"",""language_school""]",
10,laotian_restaurant,restaurant,laotian_restaurant,"[""food_and_drink"",""restaurant"",""asian_restaurant"",""southeast_asian_restaurant"",""laotian_restaurant""]",
173,laser_cutting_service_provider,b2b_service,laser_cutting_service_provider,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""laser_cutting_service_provider""]",
1640,laser_eye_surgery_lasik,eye_care,laser_eye_surgery_lasik,"[""health_care"",""laser_eye_surgery_lasik""]",
18640,laser_hair_removal,personal_service,laser_hair_removal,"[""lifestyle_services"",""beauty_service"",""hair_removal"",""laser_hair_removal""]",
2524,laser_tag,entertainment_location,laser_tag,"[""sports_and_recreation"",""laser_tag""]",
11156,latin_american_restaurant,restaurant,latin_american_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant""]",
104334,laundromat,laundromat,laundromat,"[""services_and_business"",""professional_service"",""laundry_service"",""laundromat""]",
18906,laundry_services,laundry_service,laundry_service,"[""services_and_business"",""professional_service"",""laundry_service""]",
15010,law_enforcement,police_station,law_enforcement,"[""community_and_government"",""law_enforcement""]",
626,law_schools,college_university,law_school,"[""education"",""college_university"",""law_school""]",
14,lawn_bowling_club,sport_recreation_club,lawn_bowling_club,"[""sports_and_recreation"",""sports_club_and_league"",""lawn_bowling_club""]",
127,lawn_mower_repair_service,home_service,lawn_mower_repair_service,"[""services_and_business"",""professional_service"",""lawn_mower_repair_service""]",
1418,lawn_mower_store,specialty_store,lawn_mower_store,"[""shopping"",""specialty_store"",""home_and_garden_store"",""lawn_mower_store""]",
3923,lawn_service,landscaping_gardening_service,lawn_service,"[""services_and_business"",""home_service"",""landscaping"",""lawn_service""]",
275303,lawyer,attorney_or_law_firm,lawyer,"[""services_and_business"",""professional_service"",""lawyer""]",
3947,leather_goods,fashion_or_apparel_store,leather_goods_store,"[""shopping"",""specialty_store"",""leather_goods_store""]",
77,leather_products_manufacturer,manufacturer,leather_products_manufacturer,"[""services_and_business"",""business_to_business"",""manufacturer"",""leather_products_manufacturer""]",
6770,lebanese_restaurant,restaurant,lebanese_restaurant,"[""food_and_drink"",""restaurant"",""middle_eastern_restaurant"",""lebanese_restaurant""]",
157936,legal_services,legal_service,legal_service,"[""services_and_business"",""professional_service"",""legal_service""]",
152227,library,library,library,"[""community_and_government"",""library""]",
172,lice_treatment,healthcare_location,lice_treatment,"[""health_care"",""lice_treatment""]",
23237,life_coach,educational_service,life_coach,"[""services_and_business"",""professional_service"",""life_coach""]",
10184,life_insurance,insurance_agency,life_insurance,"[""services_and_business"",""financial_service"",""insurance_agency"",""life_insurance""]",
2680,light_rail_and_subway_stations,transportation_location,light_rail_and_subway_station,"[""travel_and_transportation"",""automotive_and_ground_transport"",""buses_and public_transit"",""light_rail_and_subway_station""]",
3867,lighthouse,lighthouse,lighthouse,"[""cultural_and_historic"",""architectural_landmark"",""lighthouse""]",
231,lighting_fixture_manufacturers,manufacturer,lighting_fixture_manufacturer,"[""services_and_business"",""business_to_business"",""manufacturer"",""lighting_fixture_manufacturer""]",
394,lighting_fixtures_and_equipment,home_service,lighting_fixtures_and_equipment,"[""services_and_business"",""home_service"",""lighting_fixtures_and_equipment""]",
38794,lighting_store,specialty_store,lighting_store,"[""shopping"",""specialty_store"",""home_and_garden_store"",""lighting_store""]",
43,lime_professionals,building_construction_service,lime_professional,"[""services_and_business"",""professional_service"",""construction_service"",""lime_professional""]",
11380,limo_services,taxi_or_ride_share_service,limo_service,"[""travel_and_transportation"",""automotive_and_ground_transport"",""taxi_and_ride_share"",""limo_service""]",
34755,linen,specialty_store,linen_store,"[""shopping"",""specialty_store"",""home_and_garden_store"",""linen_store""]",
45645,lingerie_store,clothing_store,lingerie_store,"[""shopping"",""fashion_and_apparel_store"",""clothing_store"",""lingerie_store""]",
5,lingerie_wholesaler,wholesaler,lingerie_wholesaler,"[""services_and_business"",""business_to_business"",""wholesaler"",""lingerie_wholesaler""]",
166948,liquor_store,liquor_store,liquor_store,"[""shopping"",""food_and_beverage_store"",""liquor_store""]",
654,live_and_raw_food_restaurant,restaurant,live_and_raw_food_restaurant,"[""food_and_drink"",""restaurant"",""special_diet_restaurant"",""live_and_raw_food_restaurant""]",
22838,livestock_breeder,agricultural_service,livestock_breeder,"[""services_and_business"",""business_to_business"",""b2b_agriculture_and_food"",""livestock_breeder""]",
71,livestock_dealers,agricultural_service,livestock_dealer,"[""services_and_business"",""business_to_business"",""b2b_agriculture_and_food"",""livestock_dealer""]",
501,livestock_feed_and_supply_store,specialty_store,livestock_feed_and_supply_store,"[""shopping"",""specialty_store"",""livestock_feed_and_supply_store""]",
6721,local_and_state_government_offices,government_office,government_office,"[""community_and_government"",""government_office""]",
66304,lodge,accommodation,lodge,"[""lodging"",""lodge""]",
2385,logging_contractor,b2b_supplier_distributor,logging_contractor,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""wood_and_pulp"",""logging_contractor""]",
314,logging_equipment_and_supplies,b2b_supplier_distributor,logging_equipment_and_supplies,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""wood_and_pulp"",""logging_equipment_and_supplies""]",
14135,logging_services,b2b_supplier_distributor,logging_service,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""wood_and_pulp"",""logging_service""]",
25,lookout,scenic_viewpoint,lookout,"[""geographic_entities"",""lookout""]",
16695,lottery_ticket,specialty_store,lottery_ticket,"[""services_and_business"",""professional_service"",""lottery_ticket""]",
57973,lounge,eating_drinking_location,lounge,"[""food_and_drink"",""lounge""]",
119,low_income_housing,social_or_community_service,low_income_housing,"[""community_and_government"",""low_income_housing""]",
4296,luggage_storage,luggage_storage,luggage_storage,"[""travel_and_transportation"",""travel"",""luggage_storage""]",
23880,luggage_store,specialty_store,luggage_store,"[""shopping"",""specialty_store"",""luggage_store""]",
19350,lumber_store,specialty_store,lumber_store,"[""shopping"",""specialty_store"",""building_supply_store"",""lumber_store""]",
44,macarons,bakery,macaron_shop,"[""food_and_drink"",""casual_eatery"",""bakery"",""macaron_shop""]",
8124,machine_and_tool_rentals,technical_service,machine_and_tool_rental,"[""services_and_business"",""professional_service"",""machine_and_tool_rental""]",
56404,machine_shop,machine_shop,machine_shop,"[""services_and_business"",""professional_service"",""machine_shop""]",
723,magician,event_or_party_service,magician,"[""services_and_business"",""professional_service"",""event_planning"",""magician""]",
468,mailbox_center,shipping_delivery_service,mailbox_center,"[""services_and_business"",""professional_service"",""mailbox_center""]",
1,major_airports,airport,airport,"[""travel_and_transportation"",""aircraft_and_air_transport"",""airport""]",
26,makerspace,makerspace,makerspace,"[""arts_and_entertainment"",""science_attraction"",""makerspace""]",
26068,makeup_artist,personal_service,makeup_artist,"[""lifestyle_services"",""beauty_service"",""skin_care_and_ makeup"",""makeup_artist""]",
12503,malaysian_restaurant,restaurant,malaysian_restaurant,"[""food_and_drink"",""restaurant"",""asian_restaurant"",""southeast_asian_restaurant"",""malaysian_restaurant""]",
232,manufacturers_agents_and_representatives,manufacturer,manufacturer,"[""services_and_business"",""business_to_business"",""manufacturer""]",
195,manufacturing_and_industrial_consultant,business_management_service,manufacturing_and_industrial_consultant,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""consultant_and_general_service"",""manufacturing_and_industrial_consultant""]",
863,marble_and_granite_professionals,building_construction_service,marble_and_granite_professional,"[""services_and_business"",""professional_service"",""construction_service"",""marble_and_granite_professional""]",
1,marching_band,music_venue,music_venue,"[""arts_and_entertainment"",""performing_arts_venue"",""music_venue""]",
18149,marina,marina,marina,"[""travel_and_transportation"",""watercraft_and_water_transport"",""waterway"",""marina""]",
2,market_stall,specialty_store,market_stall,"[""shopping"",""market"",""market_stall""]",
128734,marketing_agency,business_advertising_marketing,marketing_agency,"[""services_and_business"",""professional_service"",""marketing_agency""]",
20549,marketing_consultant,business_advertising_marketing,marketing_consultant,"[""services_and_business"",""business_to_business"",""business_advertising"",""marketing_consultant""]",
4203,marriage_or_relationship_counselor,mental_health,marriage_or_relationship_counselor,"[""health_care"",""counseling_and_mental_health"",""marriage_or_relationship_counselor""]",
124692,martial_arts_club,martial_arts_club,martial_arts_club,"[""sports_and_recreation"",""sports_club_and_league"",""martial_arts_club""]",
23449,masonry_concrete,home_service,masonry_concrete,"[""services_and_business"",""home_service"",""masonry_concrete""]",
3769,masonry_contractors,building_construction_service,masonry_contractor,"[""services_and_business"",""professional_service"",""construction_service"",""masonry_contractor""]",
13109,mass_media,media_service,media_and_news,"[""services_and_business"",""media_and_news""]",
49788,massage,massage_therapy,massage_therapy,"[""health_care"",""massage_therapy""]",
1770,massage_school,specialty_school,massage_school,"[""education"",""specialty_school"",""massage_school""]",
109558,massage_therapy,massage_therapy,massage_therapy,"[""health_care"",""massage_therapy""]",
211,matchmaker,personal_service,matchmaker,"[""services_and_business"",""professional_service"",""matchmaker""]",
6028,maternity_centers,healthcare_location,maternity_center,"[""health_care"",""maternity_center""]",
1950,maternity_wear,clothing_store,maternity_wear,"[""shopping"",""fashion_and_apparel_store"",""clothing_store"",""maternity_wear""]",
2182,mattress_manufacturing,manufacturer,mattress_manufacturing,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""mattress_manufacturing""]",
45543,mattress_store,specialty_store,mattress_store,"[""shopping"",""specialty_store"",""home_and_garden_store"",""mattress_store""]",
112,meat_restaurant,restaurant,meat_restaurant,"[""food_and_drink"",""restaurant"",""meat_restaurant""]",
966,meat_shop,butcher_shop,butcher_shop,"[""shopping"",""food_and_beverage_store"",""butcher_shop""]",
11506,meat_wholesaler,wholesaler,meat_wholesaler,"[""services_and_business"",""business_to_business"",""wholesaler"",""meat_wholesaler""]",
1479,mechanical_engineers,engineering_service,mechanical_engineer,"[""services_and_business"",""professional_service"",""construction_service"",""mechanical_engineer""]",
23453,media_agency,media_service,media_agency,"[""services_and_business"",""media_and_news"",""media_news_company"",""media_agency""]",
23,media_critic,media_service,media_critic,"[""services_and_business"",""media_and_news"",""media_critic""]",
19367,media_news_company,media_service,media_news_company,"[""services_and_business"",""media_and_news"",""media_news_company""]",
6668,media_news_website,media_service,media_news_website,"[""services_and_business"",""media_and_news"",""media_news_website""]",
94,media_restoration_service,media_service,media_restoration_service,"[""services_and_business"",""media_and_news"",""media_restoration_service""]",
646,mediator,b2b_service,mediator,"[""services_and_business"",""professional_service"",""mediator""]",
9,medical_cannabis_referral,healthcare_location,medical_cannabis_referral,"[""health_care"",""medical_cannabis_referral""]",
209740,medical_center,healthcare_location,medical_center,"[""health_care"",""medical_center""]",
1305,medical_law,attorney_or_law_firm,medical_law,"[""services_and_business"",""professional_service"",""lawyer"",""medical_law""]",
21703,medical_research_and_development,b2b_service,medical_research_and_development,"[""services_and_business"",""business_to_business"",""b2b_medical_support_service"",""medical_research_and_development""]",
9767,medical_school,specialty_school,medical_school,"[""education"",""specialty_school"",""medical_school""]",
350,medical_sciences_schools,college_university,medical_sciences_school,"[""education"",""college_university"",""medical_sciences_school""]",
52652,medical_service_organizations,healthcare_location,medical_service_organization,"[""health_care"",""medical_service_organization""]",
31662,medical_spa,spa,medical_spa,"[""lifestyle_services"",""spa"",""medical_spa""]",
45834,medical_supply,specialty_store,medical_supply_store,"[""shopping"",""specialty_store"",""medical_supply_store""]",
2361,medical_transportation,healthcare_location,medical_transportation,"[""health_care"",""medical_transportation""]",
8539,meditation_center,mental_health,meditation_center,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""meditation_center""]",
28586,mediterranean_restaurant,restaurant,mediterranean_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant"",""mediterranean_restaurant""]",
395,memorial_park,memorial_site,memorial_park,"[""cultural_and_historic"",""memorial_park""]",
23,memory_care,healthcare_location,memory_care,"[""health_care"",""memory_care""]",
90652,mens_clothing_store,clothing_store,mens_clothing_store,"[""shopping"",""fashion_and_apparel_store"",""clothing_store"",""mens_clothing_store""]",
4730,merchandising_service,business_advertising_marketing,merchandising_service,"[""services_and_business"",""professional_service"",""merchandising_service""]",
8,metal_detector_services,technical_service,metal_detector_service,"[""services_and_business"",""professional_service"",""metal_detector_service""]",
69921,metal_fabricator,b2b_supplier_distributor,metal_fabricator,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""metals"",""metal_fabricator""]",
659,metal_materials_and_experts,b2b_service,metal_material_expert,"[""services_and_business"",""professional_service"",""construction_service"",""metal_material_expert""]",
1661,metal_plating_service,b2b_supplier_distributor,metal_plating_service,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""metals"",""metal_plating_service""]",
53438,metal_supplier,b2b_supplier_distributor,metal_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""metal_supplier""]",
6368,metals,b2b_supplier_distributor,metals,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""metals""]",
5213,metro_station,transportation_location,metro_station,"[""travel_and_transportation"",""automotive_and_ground_transport"",""buses_and public_transit"",""metro_station""]",
156,mexican_grocery_store,grocery_store,mexican_grocery_store,"[""shopping"",""food_and_beverage_store"",""grocery_store"",""mexican_grocery_store""]",
207817,mexican_restaurant,restaurant,mexican_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""mexican_restaurant""]",
18543,middle_eastern_restaurant,restaurant,middle_eastern_restaurant,"[""food_and_drink"",""restaurant"",""middle_eastern_restaurant""]",
75604,middle_school,middle_school,middle_school,"[""education"",""school"",""middle_school""]",
841,midwife,healthcare_location,midwife,"[""health_care"",""midwife""]",
33,military_museum,museum,military_museum,"[""arts_and_entertainment"",""museum"",""military_museum""]",
486,military_surplus_store,specialty_store,military_surplus_store,"[""shopping"",""specialty_store"",""military_surplus_store""]",
4073,milk_bar,beverage_shop,milk_bar,"[""food_and_drink"",""beverage_shop"",""milk_bar""]",
206,mills,b2b_supplier_distributor,mill,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""mill""]",
5177,miniature_golf_course,sport_fitness_facility,miniature_golf_course,"[""sports_and_recreation"",""sports_and_recreation_venue"",""miniature_golf_course""]",
9074,mining,utility_energy_infrastructure,mining,"[""services_and_business"",""business_to_business"",""b2b_energy_and_mining"",""mining""]",
1530,mission,religious_organization,mission,"[""cultural_and_historic"",""architectural_landmark"",""mission""]",
2,misting_system_services,home_service,misting_system_service,"[""services_and_business"",""professional_service"",""misting_system_service""]",
429,mobile_clinic,clinic_or_treatment_center,mobile_clinic,"[""health_care"",""dental_hygienist"",""mobile_clinic""]",
21,mobile_dent_repair,vehicle_service,mobile_dent_repair,"[""travel_and_transportation"",""automotive_and_ground_transport"",""roadside_assistance"",""mobile_dent_repair""]",
6972,mobile_home_dealer,housing,mobile_home_dealer,"[""services_and_business"",""real_estate"",""mobile_home_dealer""]",
11445,mobile_home_park,housing,mobile_home_park,"[""services_and_business"",""real_estate"",""mobile_home_park""]",
71,mobile_home_repair,home_service,mobile_home_repair,"[""services_and_business"",""home_service"",""mobile_home_repair""]",
10901,mobile_phone_accessories,electronics_store,mobile_phone_accessory_store,"[""shopping"",""specialty_store"",""electronics_store"",""mobile_phone_accessory_store""]",
9264,mobile_phone_repair,electronic_repiar_service,mobile_phone_repair,"[""services_and_business"",""professional_service"",""it_service_and_computer_repair"",""mobile_phone_repair""]",
361582,mobile_phone_store,electronics_store,mobile_phone_store,"[""shopping"",""specialty_store"",""electronics_store"",""mobile_phone_store""]",
3674,mobility_equipment_services,technical_service,mobility_equipment_service,"[""services_and_business"",""professional_service"",""mobility_equipment_service""]",
1004,modern_art_museum,art_museum,modern_art_museum,"[""arts_and_entertainment"",""museum"",""art_museum"",""modern_art_museum""]",
5,mohel,event_or_party_service,mohel,"[""services_and_business"",""professional_service"",""event_planning"",""mohel""]",
324,molecular_gastronomy_restaurant,restaurant,molecular_gastronomy_restaurant,"[""food_and_drink"",""restaurant"",""special_diet_restaurant"",""molecular_gastronomy_restaurant""]",
116923,money_transfer_services,financial_service,money_transfer_service,"[""services_and_business"",""financial_service"",""money_transfer_service""]",
819,mongolian_restaurant,restaurant,mongolian_restaurant,"[""food_and_drink"",""restaurant"",""asian_restaurant"",""east_asian_restaurant"",""mongolian_restaurant""]",
523,montessori_school,place_of_learning,montessori_school,"[""education"",""school"",""montessori_school""]",
49644,monument,monument,monument,"[""cultural_and_historic"",""monument""]",
2955,moroccan_restaurant,restaurant,moroccan_restaurant,"[""food_and_drink"",""restaurant"",""african_restaurant"",""north_african_restaurant"",""moroccan_restaurant""]",
60144,mortgage_broker,loan_provider,mortgage_broker,"[""services_and_business"",""real_estate"",""mortgage_broker""]",
22427,mortgage_lender,loan_provider,mortgage_lender,"[""services_and_business"",""financial_service"",""installment_loans"",""mortgage_lender""]",
247,mortuary_services,funeral_service,mortuary_service,"[""services_and_business"",""professional_service"",""funeral_service"",""mortuary_service""]",
126785,mosque,muslim_place_of_worship,muslim_place_of_worship,"[""cultural_and_historic"",""religious_organization"",""place_of_worship"",""muslim_place_of_worship""]",
30741,motel,motel,motel,"[""lodging"",""hotel"",""motel""]",
1468,motor_freight_trucking,shipping_delivery_service,motor_freight_trucking,"[""services_and_business"",""business_to_business"",""business_storage_and_transportation"",""motor_freight_trucking""]",
114999,motorcycle_dealer,motorcycle_dealer,motorcycle_dealer,"[""shopping"",""vehicle_dealer"",""motorcycle_dealer""]",
92,motorcycle_gear,specialty_store,motorcycle_gear,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_parts_and_accessories"",""motorcycle_gear""]",
1837,motorcycle_manufacturer,manufacturer,motorcycle_manufacturer,"[""services_and_business"",""business_to_business"",""manufacturer"",""motorcycle_manufacturer""]",
2,motorcycle_parking,parking,motorcycle_parking,"[""travel_and_transportation"",""automotive_and_ground_transport"",""parking"",""motorcycle_parking""]",
2069,motorcycle_rentals,vehicle_service,motorcycle_rental_service,"[""services_and_business"",""real_estate"",""real_estate_service"",""rental_service"",""vehicle_rental_service"",""motorcycle_rental_service""]",
91690,motorcycle_repair,auto_repair_service,motorcycle_repair,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""automotive_repair"",""motorcycle_repair""]",
5827,motorsport_vehicle_dealer,vehicle_dealer,motorsport_vehicle_dealer,"[""shopping"",""vehicle_dealer"",""motorsport_vehicle_dealer""]",
23,motorsport_vehicle_repair,auto_repair_service,motorsport_vehicle_repair,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""automotive_repair"",""motorsport_vehicle_repair""]",
9301,motorsports_store,specialty_store,motorsports_store,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_parts_and_accessories"",""motorsports_store""]",
118903,mountain,mountain,mountain,"[""geographic_entities"",""mountain""]",
78,mountain_bike_parks,park,mountain_bike_park,"[""sports_and_recreation"",""park"",""mountain_bike_park""]",
3424,mountain_bike_trails,recreational_trail,mountain_bike_trail,"[""sports_and_recreation"",""trail"",""mountain_bike_trail""]",
225,mountain_huts,accommodation,mountain_hut,"[""lodging"",""mountain_hut""]",
13805,movers,moving_service,mover,"[""services_and_business"",""home_service"",""mover""]",
4,movie_critic,media_service,movie_critic,"[""services_and_business"",""media_and_news"",""media_critic"",""movie_critic""]",
13846,movie_television_studio,media_service,movie_television_studio,"[""services_and_business"",""media_and_news"",""media_news_company"",""movie_television_studio""]",
112,muay_thai_club,martial_arts_club,muay_thai_club,"[""sports_and_recreation"",""sports_club_and_league"",""martial_arts_club"",""muay_thai_club""]",
88416,museum,museum,museum,"[""arts_and_entertainment"",""museum""]",
35643,music_and_dvd_store,music_store,music_and_dvd_store,"[""shopping"",""specialty_store"",""books_mags_music_video_store"",""music_and_dvd_store""]",
1,music_critic,media_service,music_critic,"[""services_and_business"",""media_and_news"",""media_critic"",""music_critic""]",
60,music_festivals_and_organizations,festival_venue,music_festival_venue,"[""arts_and_entertainment"",""festival_venue"",""music_festival_venue""]",
55617,music_production,music_production_service,music_production,"[""services_and_business"",""media_and_news"",""media_news_company"",""music_production""]",
410,music_production_services,media_service,music_production_service,"[""services_and_business"",""professional_service"",""music_production_service""]",
70228,music_school,specialty_school,music_school,"[""education"",""specialty_school"",""music_school""]",
54590,music_venue,music_venue,music_venue,"[""arts_and_entertainment"",""performing_arts_venue"",""music_venue""]",
41,musical_band_orchestras_and_symphonies,music_venue,band_orchestra_symphony,"[""arts_and_entertainment"",""performing_arts_venue"",""music_venue"",""band_orchestra_symphony""]",
340,musical_instrument_services,media_service,musical_instrument_service,"[""services_and_business"",""professional_service"",""musical_instrument_service""]",
42478,musical_instrument_store,specialty_store,musical_instrument_store,"[""shopping"",""specialty_store"",""musical_instrument_store""]",
1369,musician,event_or_party_service,musician,"[""services_and_business"",""professional_service"",""event_planning"",""musician""]",
3,mystic,spiritual_advising,spiritual_advising,"[""arts_and_entertainment"",""spiritual_advising""]",
217210,nail_salon,nail_salon,nail_salon,"[""lifestyle_services"",""beauty_service"",""nail_salon""]",
644,nanny_services,family_service,nanny_service,"[""services_and_business"",""professional_service"",""nanny_service""]",
5,national_museum,museum,national_museum,"[""arts_and_entertainment"",""museum"",""national_museum""]",
26253,national_park,national_park,national_park,"[""sports_and_recreation"",""park"",""national_park""]",
7,national_security_services,government_office,national_security_service,"[""community_and_government"",""national_security_service""]",
4249,natural_gas_supplier,natural_gas_utility_service,natural_gas_utility_provider,"[""community_and_government"",""public_utility_provider"",""natural_gas_utility_provider""]",
4174,natural_hot_springs,nature_outdoors,hot_springs,"[""geographic_entities"",""hot_springs""]",
21348,nature_reserve,nature_reserve,nature_reserve,"[""geographic_entities"",""nature_reserve""]",
142255,naturopathic_holistic,alternative_medicine,naturopathic_holistic,"[""health_care"",""doctor"",""naturopathic_holistic""]",
3970,nephrologist,internal_medicine,nephrologist,"[""health_care"",""doctor"",""nephrologist""]",
15212,neurologist,internal_medicine,neurologist,"[""health_care"",""doctor"",""neurologist""]",
1692,neuropathologist,internal_medicine,neuropathologist,"[""health_care"",""doctor"",""neuropathologist""]",
8,neurotologist,internal_medicine,neurotologist,"[""health_care"",""doctor"",""neurotologist""]",
542,newspaper_advertising,business_advertising_marketing,newspaper_advertising,"[""services_and_business"",""business_to_business"",""business_advertising"",""newspaper_advertising""]",
20403,newspaper_and_magazines_store,bookstore,newspaper_and_magazines_store,"[""shopping"",""specialty_store"",""books_mags_music_video_store"",""newspaper_and_magazines_store""]",
